inflow,mean_7-4-1,mean_7-4-1-sb,std_7-4-1,std_7-4-1-sb
balanced_500,116.01831474836384,118.31118943755116,1.8067435737042725,1.9554817378402747
balanced_600,108.31082419183637,107.11013404386384,3.447434325057374,3.2159807396145146
balanced_700,60.958931607890655,94.54058744918022,31.85051462219534,3.2511785316323585
balanced_800,85.50689187241451,75.48242224197519,4.061570435017588,4.005242812288766
main-minor,92.40511299508091,94.70550527266626,3.877482981000714,4.306631805360717
unbalanced,91.8791435021641,93.64299702239887,3.7815664366908277,2.865559407013948
