time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,54.20
9,0.00,0.00,0.00,0.00,0.00,64.20
11,0.00,0.00,0.00,0.00,0.00,65.40
13,0.00,0.00,0.00,0.00,0.00,65.20
15,0.00,0.00,0.00,0.00,0.00,56.95
17,0.00,0.00,0.00,0.00,0.00,47.20
19,0.00,0.00,0.00,0.07,0.00,44.13
21,0.87,0.00,0.00,2.07,0.00,46.24
23,5.15,0.00,0.00,4.07,0.00,44.50
25,5.01,0.00,0.00,6.07,0.00,43.60
27,5.01,0.00,0.82,8.07,0.00,40.68
29,8.10,0.00,2.82,10.07,0.00,36.59
31,12.26,0.00,4.82,12.07,0.00,34.73
33,12.22,0.00,6.82,14.07,0.00,31.25
35,22.67,0.00,8.82,16.07,0.00,26.24
37,24.39,1.33,10.82,18.07,1.95,19.39
39,30.04,4.75,12.82,20.07,3.95,13.50
41,34.95,7.51,14.82,22.07,5.95,14.65
43,36.59,9.42,16.82,24.07,7.95,15.88
45,39.61,0.00,18.82,12.90,6.97,20.76
47,42.22,0.00,7.43,14.90,4.64,26.30
49,27.11,0.00,9.43,17.02,1.23,37.77
51,0.00,0.00,11.43,14.88,3.23,42.22
53,0.00,0.00,13.43,0.00,0.00,51.25
55,0.00,0.00,8.73,0.00,1.56,58.77
57,0.00,0.00,0.00,0.00,,59.33
59,0.00,0.00,0.00,0.00,,55.87
61,0.00,0.00,0.00,0.00,,41.00
63,0.00,0.00,0.00,0.00,,31.00
65,0.00,1.00,0.00,0.00,,23.77
67,0.00,8.62,0.83,0.00,,17.85
69,0.27,10.45,2.83,0.00,,23.14
71,3.18,10.44,4.83,0.00,,24.50
73,0.00,10.44,6.83,0.00,,21.06
75,0.00,10.44,8.83,0.00,,16.52
77,0.00,10.44,10.83,0.39,,11.16
79,7.26,10.44,12.83,2.39,,12.15
81,11.75,10.44,14.83,4.39,,16.43
83,11.74,10.44,16.83,6.39,,21.57
85,18.59,10.44,18.83,8.39,,25.56
87,18.35,10.44,20.83,10.39,,25.36
89,18.35,10.44,22.83,12.39,,24.67
91,18.35,10.44,24.83,14.39,,21.07
93,18.35,10.44,26.83,16.39,,15.73
95,24.73,10.44,,18.39,,15.76
97,32.70,10.44,,20.39,,20.00
99,37.90,10.44,,17.12,,24.24
101,10.99,13.51,,8.62,,24.01
