time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,4,
5,0.00,0.00,0.00,0.00,40.92,4,
7,0.00,0.00,0.00,0.00,50.95,4,
9,0.00,0.00,0.00,0.00,56.75,4,4.00
11,0.00,0.00,0.00,0.00,57.87,4,
13,0.00,0.00,0.00,0.00,52.17,1,
15,0.00,0.00,0.01,0.14,52.92,1,
17,0.00,0.00,0.18,2.14,53.01,1,
19,0.00,0.00,0.00,0.05,52.22,1,3.47
21,0.00,0.00,0.00,0.00,48.92,1,
23,0.00,0.00,0.06,0.77,40.71,1,
25,0.46,1.85,0.21,1.99,33.84,1,
27,1.39,5.57,0.72,3.99,31.98,1,
29,2.50,5.48,0.75,5.99,27.75,1,2.29
31,4.36,11.97,1.19,7.99,29.25,1,
33,4.32,11.79,1.42,9.99,24.36,3,
35,4.29,11.79,1.75,11.99,30.99,3,
37,3.01,11.79,2.19,13.99,32.64,3,
39,3.07,11.79,1.66,13.05,30.18,3,2.19
41,5.32,11.79,1.87,15.05,28.63,3,
43,5.82,11.79,2.54,17.05,22.14,1,
45,7.19,16.97,2.82,19.05,21.24,1,
47,7.30,16.66,3.32,21.05,21.30,1,
49,5.55,19.88,3.40,23.05,29.15,1,2.05
51,6.48,24.16,3.40,25.05,34.13,1,
53,7.35,24.05,3.31,27.05,37.28,2,
55,7.33,24.05,2.94,29.05,38.64,2,
57,7.33,24.03,3.43,31.05,36.00,2,
59,7.17,23.39,4.07,32.27,29.04,2,2.17
61,2.80,6.41,3.33,17.06,19.81,2,
63,4.94,12.17,4.09,16.16,13.00,1,
65,5.98,12.03,4.06,16.17,14.86,1,
67,10.34,19.16,5.43,18.17,16.40,1,
69,11.43,24.76,5.76,20.17,20.97,1,2.05
71,7.77,13.80,6.84,22.17,25.33,1,
73,7.32,12.03,7.52,24.17,26.09,3,
75,7.30,12.03,8.14,26.17,29.77,3,
77,5.98,11.17,9.31,28.17,31.27,3,
79,5.30,9.76,7.29,21.93,32.03,3,2.19
81,7.04,12.24,6.58,23.93,31.05,3,
83,7.65,12.78,7.13,25.93,29.27,1,
85,9.81,18.49,8.13,27.93,28.04,1,
87,9.12,23.87,9.28,29.93,24.61,1,
89,7.16,24.54,9.22,31.93,20.09,1,2.19
91,7.16,24.54,9.13,33.93,15.89,1,
93,7.42,25.61,10.56,35.93,16.42,2,
95,11.25,37.22,11.32,37.93,17.09,2,
97,15.13,43.43,12.82,39.93,17.85,2,
99,17.57,43.33,12.40,41.93,17.31,2,1.69
101,19.03,43.67,13.10,43.93,15.94,2,
103,22.66,51.22,13.22,45.93,15.78,3,
105,25.15,57.07,13.81,47.93,14.95,3,
107,26.54,62.65,15.14,49.93,12.56,3,
109,29.08,65.40,16.17,51.93,12.04,3,0.46
111,32.96,70.26,17.23,53.93,10.73,3,
113,34.59,75.74,17.76,55.93,12.14,1,
115,35.64,80.01,19.19,57.93,14.56,1,
117,34.07,78.58,20.86,59.93,11.70,1,
119,27.50,54.75,20.41,61.93,12.99,1,1.77
121,28.42,64.43,21.31,63.93,11.95,1,
123,32.59,74.83,19.94,65.93,11.70,2,
125,39.17,82.40,20.43,67.93,9.63,2,
127,44.38,86.74,21.60,69.93,6.87,2,
129,46.87,95.08,21.40,71.93,8.28,2,1.32
131,50.17,101.19,20.84,73.93,9.40,2,
133,51.33,101.62,21.47,75.93,9.11,1,
135,48.22,101.62,22.39,77.93,8.02,1,
137,37.23,106.23,23.55,79.93,8.08,1,
139,41.59,110.15,23.82,81.93,7.55,1,1.48
141,45.98,119.36,24.22,83.93,8.40,1,
143,50.07,126.27,25.09,85.93,9.00,1,
145,55.27,127.34,25.42,87.93,9.82,1,
147,57.49,127.34,26.10,89.93,10.35,1,
149,58.32,127.10,27.10,91.93,12.71,1,0.94
151,46.63,102.05,28.05,93.93,13.34,1,
153,45.82,102.05,28.95,95.93,12.05,1,
155,51.08,107.52,29.49,97.93,11.76,1,
157,55.82,117.51,30.55,99.93,11.06,1,
159,61.17,126.92,31.47,101.93,10.56,1,1.35
161,65.23,131.81,32.07,103.93,11.60,1,
163,66.71,131.70,33.25,105.93,12.52,1,
165,68.61,134.34,34.35,107.93,11.63,1,
167,40.42,135.21,35.48,109.93,9.91,1,
169,42.85,140.89,36.45,111.93,10.01,1,0.10
171,44.09,140.78,36.99,113.93,10.36,1,
173,45.16,142.44,38.26,115.93,9.41,2,
175,47.17,146.87,39.51,117.93,7.79,2,
177,48.98,154.18,41.18,119.93,6.23,2,
179,45.03,147.48,42.56,121.93,5.50,2,1.36
181,46.82,153.08,43.83,123.93,6.43,2,
183,49.65,159.31,43.86,125.93,5.35,4,
185,50.16,159.38,45.52,127.93,6.73,4,
187,50.27,159.38,46.62,129.93,8.45,4,
189,50.00,159.38,32.11,82.28,8.80,4,0.95
191,49.31,159.38,32.03,83.35,9.29,4,
193,49.17,159.38,33.14,85.35,10.48,3,
195,50.05,159.38,33.79,87.35,13.08,3,
197,50.03,159.38,34.95,89.35,12.38,3,
199,50.66,159.38,32.50,84.73,13.13,3,0.75
201,51.46,159.38,27.96,86.73,12.78,3,
203,51.81,159.38,26.68,88.73,10.04,2,
205,54.18,159.38,27.68,90.73,8.39,2,
207,53.17,159.38,28.68,92.73,7.01,2,
209,57.05,158.48,28.52,93.91,8.21,2,1.19
211,49.79,119.62,27.46,85.67,9.82,2,
213,43.96,88.91,28.49,84.39,10.31,1,
215,45.81,95.74,29.44,86.39,11.17,1,
217,49.57,104.55,30.77,88.39,10.93,1,
219,51.78,113.78,31.83,90.39,11.64,1,1.60
221,49.11,125.56,30.01,92.39,9.50,1,
223,52.49,136.93,29.54,94.39,7.00,2,
225,54.60,144.68,29.09,96.39,5.14,2,
227,59.81,159.01,30.59,98.39,6.58,2,
229,61.62,161.07,31.00,100.39,8.22,2,1.30
231,58.52,160.06,31.64,102.39,9.62,2,
233,47.77,160.04,30.25,104.39,10.40,2,
235,49.29,160.04,31.59,106.39,11.03,2,
237,51.85,160.00,32.78,108.39,11.84,2,
239,53.00,158.44,32.91,110.39,12.49,2,1.02
241,50.66,141.92,33.96,112.39,13.06,2,
243,46.53,119.99,35.30,114.39,12.24,1,
245,48.13,126.47,36.35,116.39,15.41,1,
247,50.76,137.80,37.50,118.39,15.34,1,
249,53.25,145.85,36.02,120.39,14.14,1,1.40
251,55.16,152.42,34.44,122.39,12.10,1,
253,56.95,155.66,34.60,124.39,10.86,2,
255,60.16,155.63,35.40,126.39,10.28,2,
257,59.84,155.63,36.84,128.39,11.32,2,
259,61.13,155.57,37.42,130.39,12.78,2,1.39
261,46.08,92.76,31.65,132.39,13.25,2,
263,28.78,64.04,31.41,134.39,12.16,4,
265,21.07,55.35,29.62,136.39,14.90,4,
267,23.23,63.02,30.78,138.39,16.65,4,
269,25.05,69.75,26.54,139.74,16.91,4,2.01
271,26.58,75.90,24.13,107.20,15.78,4,
273,29.48,87.50,23.18,86.85,12.54,2,
275,33.57,102.79,21.04,66.81,11.95,2,
277,38.11,115.43,22.17,68.81,9.88,2,
279,41.61,128.28,22.79,70.81,7.96,2,1.36
281,47.54,140.70,23.53,72.81,8.82,2,
283,49.43,148.62,22.28,74.81,10.96,2,
