time,calc_time
1.00,0.19
9.00,0.10
19.00,0.11
29.00,0.10
39.00,0.10
49.00,0.10
59.00,0.10
69.00,0.11
79.00,0.10
89.00,0.10
99.00,0.10
109.00,0.10
119.00,0.10
129.00,0.10
139.00,0.10
149.00,0.10
159.00,0.11
169.00,0.10
179.00,0.10
189.00,0.10
199.00,0.10
209.00,0.11
219.00,0.10
229.00,0.10
239.00,0.11
249.00,0.10
259.00,0.11
269.00,0.10
279.00,0.11
289.00,0.10
299.00,0.09
309.00,0.09
319.00,0.09
329.00,0.08
339.00,0.09
349.00,0.08
359.00,0.09
369.00,0.08
379.00,0.08
389.00,0.08
399.00,0.10
409.00,0.09
419.00,0.09
429.00,0.09
439.00,0.09
449.00,0.09
459.00,0.09
469.00,0.11
479.00,0.09
489.00,0.10
499.00,0.09
