time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,44.75,0.00,1
3,0.00,0.00,0.00,0.00,53.03,0.00,1
5,0.00,0.00,0.00,0.00,54.10,0.00,1
7,0.00,0.00,0.00,0.00,58.51,0.00,1
9,0.00,0.00,0.00,0.00,58.99,0.00,1
11,0.00,0.00,0.00,0.00,59.24,0.00,1
13,0.00,0.00,0.00,0.00,58.16,0.00,1
15,0.00,0.00,0.04,0.45,52.36,2.00,1
17,0.00,0.00,0.08,0.84,39.69,1.00,1
19,0.00,0.00,0.28,2.84,28.42,0.00,1
21,1.54,3.10,0.72,4.84,20.08,1.00,1
23,2.81,6.47,1.29,6.84,15.28,0.00,3
25,5.73,18.17,2.04,8.84,28.70,1.00,3
27,6.86,22.68,2.62,10.84,35.04,1.00,3
29,6.84,22.59,2.74,10.50,38.19,0.00,3
31,6.62,21.74,3.40,12.50,37.91,1.00,3
33,5.45,17.07,4.06,14.50,35.81,0.00,3
35,4.24,12.19,4.89,16.50,34.20,0.00,3
37,3.89,10.81,5.81,18.50,26.95,0.00,2
39,4.69,10.78,6.87,20.50,21.89,0.00,2
41,8.47,13.20,8.28,22.50,22.30,0.00,2
43,12.29,17.14,9.78,24.50,23.17,3.00,2
45,9.58,11.86,7.80,24.88,25.25,2.00,2
47,9.54,11.73,6.88,26.88,29.45,2.00,2
49,9.54,11.73,6.81,28.88,31.16,1.00,2
51,9.54,11.73,7.85,30.88,30.81,2.00,2
53,9.54,11.73,8.39,32.88,31.82,1.00,4
55,10.32,14.83,8.96,34.88,29.54,0.00,4
57,11.97,17.54,9.79,36.88,29.43,0.00,4
59,13.79,22.81,10.67,38.88,27.59,2.00,4
61,11.36,20.80,7.65,24.98,23.02,1.00,1
63,13.40,24.88,7.40,26.98,19.36,1.00,1
65,15.55,24.74,7.64,28.98,21.05,0.00,1
67,17.42,28.27,8.64,30.98,23.26,2.00,1
69,16.23,34.01,6.06,29.14,23.61,2.00,1
71,16.93,36.85,3.99,13.32,25.68,1.00,1
73,11.33,30.89,4.70,14.54,25.11,1.00,1
75,9.09,30.89,5.21,16.54,23.96,1.00,1
77,9.09,30.89,5.53,18.54,25.86,2.00,1
79,9.39,30.89,5.96,20.54,26.94,1.00,1
81,10.95,30.89,6.25,22.54,25.68,1.00,1
83,12.01,33.85,6.91,24.54,25.61,0.00,3
85,16.64,42.66,7.91,26.54,22.86,1.00,3
87,17.28,44.84,8.46,28.54,19.59,1.00,3
89,16.84,46.77,7.25,30.54,14.02,1.00,3
91,16.27,51.15,8.20,32.54,10.83,1.00,2
93,19.21,57.47,8.27,34.54,9.80,2.00,2
95,20.42,63.35,8.51,36.54,16.12,1.00,2
97,22.01,63.73,9.09,38.54,16.85,1.00,2
99,22.11,63.73,9.41,37.17,15.77,1.00,2
101,22.11,63.73,10.11,37.56,13.58,1.00,2
103,22.30,64.50,9.37,38.78,11.95,1.00,4
105,25.15,75.90,10.19,40.59,8.02,1.00,4
107,28.06,87.54,9.53,37.15,5.28,0.00,4
109,27.83,89.48,10.36,39.15,8.82,1.00,4
111,26.18,89.47,10.57,32.80,8.48,1.00,1
113,26.78,88.99,8.67,30.76,12.63,0.00,1
115,26.05,86.09,9.50,32.76,15.70,0.00,1
117,16.95,49.72,10.34,34.76,18.50,1.00,1
119,11.99,41.10,10.73,36.76,20.57,1.00,1
121,13.63,49.34,9.32,38.76,22.71,1.00,1
123,15.22,55.70,9.01,40.76,21.20,0.00,1
125,16.24,59.81,9.71,42.76,20.24,0.00,1
127,19.22,71.73,10.54,44.76,18.49,1.00,3
129,20.31,76.07,11.14,46.76,16.45,0.00,3
131,22.33,82.17,12.01,48.76,18.74,2.00,3
133,20.64,82.58,12.35,50.76,19.35,1.00,3
135,20.64,82.58,9.95,52.76,17.45,0.00,2
137,22.04,82.58,10.78,54.76,14.71,0.00,2
139,23.59,84.65,11.70,56.76,11.88,0.00,2
141,25.92,94.37,12.70,58.76,15.36,2.00,2
143,27.84,95.78,12.42,60.76,17.21,1.00,2
145,32.72,114.18,12.34,55.45,16.84,1.00,2
147,34.47,121.16,12.76,53.73,19.18,1.00,2
149,36.00,121.06,12.44,54.50,19.37,1.00,2
151,38.50,126.81,12.63,46.47,19.77,2.00,2
153,39.44,127.53,13.36,46.25,18.85,1.00,2
155,41.65,132.45,14.10,48.25,18.07,1.00,4
157,45.99,139.62,12.28,46.87,18.84,1.00,4
159,46.97,139.45,11.83,37.18,20.56,1.00,4
161,48.25,139.45,12.24,39.18,22.57,1.00,4
163,49.54,139.45,11.10,35.54,23.06,1.00,1
165,53.23,139.40,11.60,37.54,22.57,1.00,1
167,45.34,96.54,11.90,39.54,23.84,0.00,1
169,27.67,69.05,12.92,41.54,23.59,2.00,1
171,28.90,68.90,12.22,43.54,25.41,2.00,1
173,13.57,47.03,12.34,45.54,25.40,3.00,1
175,13.18,52.72,11.93,47.54,24.50,2.00,1
177,15.28,58.77,12.15,49.54,21.16,2.00,1
179,19.32,67.11,13.83,51.54,18.80,2.00,3
181,21.14,72.98,14.62,53.54,14.93,1.00,3
183,26.35,82.13,15.25,55.54,14.59,2.00,3
185,33.09,90.89,14.91,51.74,17.74,0.00,3
187,34.64,92.01,16.25,53.74,14.76,1.00,2
189,37.26,92.64,15.77,48.39,14.81,0.00,2
191,41.92,97.85,17.27,50.39,15.96,0.00,2
193,41.72,97.69,18.77,52.39,16.93,2.00,2
195,42.30,97.69,19.76,53.14,15.75,2.00,2
197,44.49,97.69,20.07,53.92,18.02,2.00,2
199,46.78,97.66,21.07,53.70,19.15,2.00,2
201,49.19,97.09,21.33,53.55,18.57,0.00,2
203,50.89,95.16,22.86,55.55,18.24,1.00,2
205,30.75,86.15,23.21,57.55,16.65,2.00,2
207,29.52,86.15,23.18,59.55,14.72,0.00,4
209,31.72,87.86,24.82,61.55,12.89,2.00,4
211,33.34,92.48,25.31,63.55,13.34,1.00,4
213,34.85,92.40,26.27,65.55,12.70,2.00,4
215,39.38,92.40,23.42,53.22,10.51,1.00,1
217,43.62,92.40,20.31,42.50,8.15,0.00,1
219,48.42,92.40,21.65,44.50,8.33,0.00,1
