time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,51.37,13
5,0.00,0.00,0.00,0.00,0.00,59.18,13
7,0.00,0.00,0.00,0.00,0.00,59.27,13
9,0.00,0.00,0.00,0.00,0.00,61.23,13
11,0.00,0.00,0.00,0.00,0.00,61.95,13
13,0.00,0.00,0.00,0.00,0.00,54.02,9
15,0.00,0.00,0.00,0.00,0.00,50.07,9
17,0.00,0.00,0.13,0.17,1.59,46.28,9
19,1.25,5.01,0.32,0.41,3.59,48.97,9
21,1.32,5.28,0.56,0.72,5.59,52.85,9
23,1.32,5.28,0.63,0.81,7.59,48.67,4
25,1.54,5.28,0.89,1.14,9.59,49.71,4
27,1.32,5.28,1.35,1.73,11.59,46.54,4
29,1.60,6.38,1.55,2.00,13.59,37.21,4
31,3.00,11.99,2.07,2.66,15.59,31.40,4
33,4.01,11.83,2.56,3.29,17.59,28.45,3
35,7.95,17.39,3.15,4.05,19.59,31.75,3
37,8.04,18.05,3.18,4.09,21.59,39.73,3
39,4.62,11.54,2.23,2.87,10.66,45.75,3
41,2.87,11.50,1.61,2.06,8.95,44.67,3
43,2.87,11.50,0.90,1.15,10.77,41.07,4
45,2.87,11.50,1.28,1.65,12.77,42.81,4
47,2.75,9.37,1.49,1.87,10.63,42.00,4
49,0.84,3.36,1.78,2.10,12.63,37.63,4
51,1.42,5.68,1.53,1.64,7.07,36.95,4
53,2.92,9.40,1.80,1.83,9.07,37.54,3
55,5.67,11.84,2.17,2.17,11.07,37.44,3
57,4.23,9.14,2.00,1.75,10.65,39.50,3
59,1.41,5.66,2.57,2.19,12.65,36.99,3
61,1.91,5.66,2.18,1.41,14.65,36.14,3
63,3.95,5.66,2.33,1.31,16.65,35.18,8
65,3.72,5.66,2.90,1.77,18.65,38.74,8
67,2.61,5.66,3.75,2.57,20.65,39.77,8
69,3.91,5.66,3.42,2.78,22.65,40.76,8
71,3.91,5.66,3.98,3.35,24.65,41.68,8
73,3.91,5.66,4.64,4.07,26.65,38.96,14
75,3.64,5.66,5.38,4.83,28.65,39.10,14
77,2.59,5.66,4.66,3.81,30.65,40.49,14
79,3.26,7.40,4.46,3.40,32.65,42.09,14
81,3.99,10.30,5.10,4.00,34.65,40.13,14
83,3.98,10.27,5.47,4.18,36.65,36.63,3
85,4.23,10.27,6.27,4.93,38.65,34.53,3
87,6.18,11.33,7.52,6.25,40.65,32.73,3
89,6.93,12.67,6.46,4.61,42.65,32.15,3
91,7.97,16.86,7.05,5.07,44.65,31.60,3
93,11.16,23.45,7.91,5.77,46.65,27.89,1
95,12.75,30.17,8.84,6.55,48.65,24.41,1
97,12.21,30.07,10.26,7.94,50.65,20.59,1
99,13.57,30.07,6.83,7.33,15.29,18.74,1
101,10.82,23.61,7.50,7.89,17.29,21.24,1
103,10.57,23.56,7.13,8.22,19.29,21.73,4
105,17.48,41.09,8.38,9.55,21.29,23.97,4
107,20.21,49.13,8.34,9.21,23.29,27.59,4
109,20.50,48.62,7.71,8.11,20.53,28.19,4
111,21.03,48.61,7.62,7.71,20.06,28.27,4
113,19.11,40.91,8.45,8.49,22.06,26.87,2
115,16.35,23.08,9.36,9.37,24.06,25.56,2
117,17.01,26.25,10.18,10.14,25.68,24.40,2
119,15.56,26.19,11.06,11.38,27.68,23.12,2
121,20.46,33.27,8.79,11.16,29.59,23.92,2
123,23.44,35.34,9.57,12.30,31.59,24.40,3
125,24.78,39.33,9.21,11.78,33.59,23.83,3
127,25.80,43.42,10.10,12.63,35.59,23.17,3
129,27.92,45.86,10.21,12.50,34.11,22.23,3
131,26.77,45.84,10.55,12.65,30.92,20.31,3
133,26.21,45.21,10.38,12.14,31.53,17.36,6
135,23.91,37.37,10.87,12.48,33.53,16.20,6
137,28.34,38.34,10.60,11.77,35.53,16.73,6
139,31.24,44.54,11.12,13.06,38.47,18.00,6
141,32.63,50.69,12.36,14.37,38.96,18.21,6
143,32.14,50.34,12.68,14.50,28.47,17.08,8
145,21.41,39.72,14.00,15.91,30.05,15.93,8
147,20.51,39.72,15.67,17.77,32.05,14.67,8
149,21.37,39.72,16.62,19.14,34.05,13.28,8
151,23.37,39.72,16.01,18.72,34.30,14.68,8
153,20.67,29.59,15.71,18.19,34.57,16.65,5
155,17.66,29.59,16.90,19.58,36.57,18.58,5
157,17.66,29.59,18.17,21.07,38.57,21.45,5
159,20.53,29.58,18.55,21.59,40.57,21.83,5
161,17.82,29.49,17.06,21.93,42.57,21.86,5
163,15.25,29.49,16.63,21.38,44.57,20.70,15
165,17.37,35.81,16.27,20.91,46.57,20.27,15
167,20.46,42.79,15.26,19.62,48.57,20.76,15
169,21.38,42.85,14.92,19.17,50.57,23.33,15
171,18.81,42.85,14.88,18.97,52.57,24.66,15
173,15.65,27.53,13.28,16.77,54.57,26.20,4
175,14.79,24.07,12.88,16.12,56.57,27.63,4
177,17.03,24.07,12.51,15.49,58.57,27.13,4
179,15.50,23.17,9.93,12.03,35.15,29.52,4
181,11.61,17.42,8.76,10.39,30.07,29.33,4
183,13.44,18.41,6.70,7.60,20.44,29.66,3
185,14.20,21.14,5.95,6.48,22.44,31.31,3
187,14.78,23.52,7.23,7.74,24.44,30.23,3
189,10.44,26.23,8.21,8.57,26.44,30.10,3
191,10.57,23.10,8.67,8.73,24.02,28.41,3
193,8.80,16.87,6.74,5.82,24.21,25.60,2
195,13.46,18.33,6.94,5.65,26.21,25.93,2
197,16.99,22.94,8.31,6.98,28.21,26.20,2
199,16.84,22.40,8.17,7.81,30.21,24.82,2
201,13.79,18.27,8.78,8.31,32.21,27.46,2
203,14.71,20.61,10.02,9.70,34.21,28.59,8
205,15.37,23.26,10.32,10.69,36.21,27.50,8
207,13.98,23.24,10.51,10.78,38.21,26.81,8
209,10.66,23.24,10.93,11.13,40.21,24.78,8
211,11.63,23.24,10.45,10.18,42.21,20.21,8
213,11.60,23.24,10.90,10.32,44.21,13.44,1
215,13.27,23.24,11.78,11.49,46.21,9.90,1
217,17.85,29.93,13.11,12.92,48.21,8.93,1
219,19.34,29.64,10.23,12.55,34.75,16.78,1
221,12.96,24.30,10.39,13.36,36.75,18.54,1
223,12.94,24.30,10.31,13.25,38.75,21.55,3
225,12.94,24.30,9.37,12.05,40.75,26.13,3
227,12.32,24.30,9.03,11.61,42.75,32.01,3
229,8.46,24.30,7.92,10.18,44.75,34.26,3
231,7.25,24.30,6.96,8.95,46.75,30.09,3
233,7.25,24.30,5.89,7.58,48.75,27.86,6
235,9.69,29.99,5.92,7.62,50.75,29.20,6
237,10.56,33.33,4.79,6.16,52.75,32.47,6
239,9.21,36.82,5.02,6.45,52.78,34.15,6
241,9.91,36.55,5.33,6.80,53.36,35.72,6
243,1.73,5.64,3.30,4.05,26.52,32.58,8
245,3.16,5.57,2.71,3.15,11.89,30.69,8
247,5.09,9.50,2.90,3.22,13.89,26.08,8
249,6.01,11.06,3.73,4.00,15.89,20.93,8
251,6.89,11.05,4.24,4.68,17.89,19.82,8
253,8.53,17.69,4.96,5.47,19.89,15.95,6
255,10.98,24.92,5.96,6.61,21.89,21.66,6
257,11.69,29.78,7.03,7.78,23.89,30.49,6
259,11.65,29.65,7.84,8.54,22.20,35.04,6
261,7.85,14.43,8.08,8.56,24.20,34.52,6
263,4.24,11.39,9.05,9.52,26.20,31.70,3
265,4.56,11.39,10.01,10.47,28.20,32.59,3
267,7.75,15.36,10.14,10.35,30.20,30.14,3
269,6.83,11.78,8.46,7.90,28.74,28.90,3
271,10.29,23.56,7.97,6.99,30.74,27.14,3
273,13.30,25.26,8.73,7.59,32.74,27.53,1
275,16.49,25.26,9.99,8.77,34.74,27.41,1
277,16.41,25.26,11.32,10.06,36.74,27.90,1
279,14.59,24.93,7.52,9.14,26.95,27.63,1
281,7.70,15.98,7.07,8.42,26.08,24.03,1
283,8.56,15.98,7.88,9.17,28.08,21.81,2
285,13.55,30.29,7.78,8.76,30.08,23.25,2
287,18.37,40.12,8.72,9.67,32.08,24.10,2
289,20.80,40.47,8.71,10.62,34.08,22.68,2
291,22.19,40.18,9.56,11.57,36.08,23.77,2
293,15.39,24.27,10.51,12.58,38.08,23.96,6
295,16.41,24.27,11.01,13.14,40.08,23.28,6
297,15.88,24.27,10.62,13.65,42.08,23.54,6
299,10.63,24.27,9.77,12.56,35.20,22.98,6
301,11.96,24.27,7.68,9.84,37.20,26.83,6
303,13.63,24.27,7.39,9.33,39.20,27.12,16
305,14.00,24.27,8.47,10.57,41.20,30.87,16
307,13.61,24.27,9.64,11.93,43.20,33.64,16
309,12.63,20.33,9.98,12.23,38.76,33.41,16
311,7.54,18.10,9.35,11.27,31.00,29.72,16
313,8.79,18.10,9.80,11.57,33.00,26.02,5
315,12.08,18.10,9.01,10.15,35.00,24.48,5
317,15.35,22.82,10.07,11.08,37.00,25.90,5
319,17.03,26.40,8.64,10.07,39.00,28.54,5
321,14.37,39.39,7.74,8.47,41.00,26.76,5
323,15.05,42.08,8.76,9.36,43.00,25.70,6
325,15.28,42.40,9.33,9.66,45.00,23.34,6
327,19.48,48.13,9.34,9.25,47.00,22.67,6
329,20.42,47.93,9.86,9.49,49.00,22.29,6
331,21.07,47.93,9.73,10.00,51.00,19.90,6
333,16.80,31.15,10.96,11.16,53.00,15.93,1
335,12.70,40.98,12.49,12.70,55.00,13.23,1
337,17.29,42.24,14.20,14.47,57.00,15.61,1
339,21.78,42.21,14.86,15.89,59.00,18.20,1
341,21.35,42.04,14.75,16.99,61.00,19.87,1
343,24.57,37.13,16.13,18.47,63.00,20.74,3
345,25.01,37.13,16.73,18.93,65.00,23.69,3
347,24.21,37.13,15.98,17.53,67.00,26.66,3
349,22.24,37.13,16.97,18.37,66.76,29.27,3
351,21.64,36.89,15.53,16.10,51.49,28.12,3
353,14.17,22.50,13.65,13.25,26.46,26.33,8
355,12.49,23.26,14.93,14.47,28.46,24.40,8
357,16.07,28.67,16.39,15.92,30.46,19.58,8
359,21.23,29.84,16.96,16.85,32.46,16.84,8
361,19.19,34.17,17.87,18.14,34.46,16.13,8
363,21.89,43.57,18.20,18.28,36.46,15.08,6
365,24.73,50.81,18.90,18.89,38.46,14.95,6
367,25.93,53.71,19.53,19.42,40.46,17.40,6
369,27.51,53.68,15.67,17.20,42.40,17.71,6
371,28.34,53.68,16.26,17.82,44.40,15.96,6
373,22.37,53.68,15.93,17.25,46.40,13.34,7
375,21.15,53.68,15.38,16.41,48.40,11.41,7
377,23.16,53.68,15.88,16.90,50.40,12.98,7
379,25.08,53.68,13.04,15.50,49.10,15.41,7
381,26.69,53.68,10.81,12.49,28.92,19.18,7
383,28.28,53.66,9.67,10.88,30.92,24.26,4
385,20.11,30.39,10.70,12.06,31.34,29.74,4
387,14.22,32.80,11.59,13.07,31.54,29.99,4
389,15.14,36.81,10.93,12.08,33.54,30.80,4
