time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.24
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.59
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.07
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.07
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.65
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.83
29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.19
31,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.24,0.42,0.71,10.72
33,2.70,0.00,1.35,2.70,2.71,0.00,0.00,0.90,1.62,2.71,1.45
35,9.98,0.00,4.99,9.98,4.71,0.00,0.00,1.57,2.82,4.71,0.00
37,11.28,0.00,5.64,11.28,6.71,0.00,0.00,2.24,4.02,6.71,0.00
39,11.27,0.00,5.64,11.27,8.71,0.00,0.00,2.90,5.22,8.71,15.73
41,11.27,0.00,5.64,11.27,10.71,0.00,0.00,3.57,6.42,10.71,18.74
43,11.27,0.00,5.64,11.27,12.71,0.00,0.00,4.24,7.62,12.71,30.77
45,11.27,0.00,5.64,11.27,14.71,0.00,0.00,4.90,8.82,14.71,31.92
47,11.27,0.00,5.64,11.27,16.71,0.00,0.00,5.57,10.02,16.71,30.22
49,11.27,0.00,5.64,11.27,18.71,0.00,0.00,6.24,11.22,18.71,24.19
51,11.27,0.00,5.64,11.27,20.71,0.00,0.00,6.90,12.42,20.71,16.45
53,11.27,0.00,5.64,11.27,22.71,0.00,0.00,7.57,13.62,22.71,19.90
55,16.17,0.00,8.09,16.17,24.71,0.00,0.00,8.24,14.82,24.71,19.51
57,17.91,0.00,8.95,17.91,23.24,0.00,0.34,7.86,14.01,23.24,29.32
59,5.98,4.51,5.25,5.98,25.24,0.00,2.34,9.19,15.61,25.24,36.45
61,0.00,4.28,2.14,4.28,7.63,0.00,4.34,3.99,5.44,7.63,42.01
63,0.00,4.28,2.14,4.28,0.00,0.00,6.34,2.11,1.27,6.34,45.79
65,0.00,4.00,2.00,4.00,0.00,0.00,8.34,2.78,1.67,8.34,53.58
67,0.00,0.00,0.00,0.00,0.00,1.34,10.34,3.90,2.34,10.34,45.81
69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.73
71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.17
