time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,44.00
5,0.00,0.00,0.00,0.00,0.00,54.45
7,0.00,0.00,0.00,0.00,0.00,58.85
9,0.00,0.00,0.00,0.00,0.00,59.27
11,0.00,0.00,0.00,0.00,0.00,58.74
13,0.00,0.00,0.00,0.00,0.00,58.24
15,0.00,0.00,0.00,0.00,0.00,53.00
17,0.00,0.00,0.00,0.00,0.00,51.48
19,0.00,0.00,0.67,0.00,0.00,52.85
21,0.00,0.00,0.00,1.98,0.00,50.85
23,0.00,0.00,0.56,1.43,0.00,45.75
25,0.00,0.00,2.56,0.12,0.00,53.70
27,0.00,0.00,0.00,2.12,0.00,51.73
29,0.00,0.00,0.00,0.00,0.00,46.13
31,0.00,0.00,0.53,0.00,0.00,55.25
33,0.00,0.00,0.00,0.00,0.00,57.05
35,0.00,0.00,0.00,1.16,0.00,55.17
37,0.00,0.00,0.00,0.00,0.00,50.90
39,0.00,0.00,0.85,0.00,0.00,55.48
41,0.00,0.00,2.85,0.00,0.00,52.85
43,0.00,0.00,0.00,0.00,0.00,45.35
45,0.00,0.00,0.51,0.30,0.00,43.80
47,0.00,0.00,2.51,2.30,0.00,41.12
49,5.03,0.00,0.00,4.30,0.00,34.00
51,5.28,0.00,0.00,6.30,0.00,24.20
53,4.95,1.09,0.00,8.30,1.36,32.67
55,0.00,4.85,0.94,10.30,3.36,33.57
57,0.00,4.74,2.94,0.00,5.36,26.13
59,0.00,4.74,0.00,0.00,7.36,20.57
61,0.00,7.84,0.00,0.00,9.36,18.17
63,0.00,11.17,0.00,0.00,11.36,14.07
65,0.00,11.14,0.00,0.00,13.36,18.25
67,0.00,11.14,0.70,0.00,15.36,28.72
69,1.24,11.14,2.70,0.00,17.36,40.43
71,0.47,11.14,4.70,0.00,19.36,40.38
73,0.00,11.14,0.00,0.00,21.36,41.90
75,0.00,11.14,0.00,0.00,23.36,36.37
77,0.00,11.14,0.00,0.00,25.36,26.44
79,0.00,11.14,0.00,1.66,27.36,15.80
