time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,44.74,0.00,1
3,0.00,0.00,0.00,0.00,53.03,0.00,1
5,0.00,0.00,0.00,0.00,56.38,0.00,1
7,0.00,0.00,0.00,0.00,58.18,0.00,1
9,0.00,0.00,0.00,0.00,58.99,0.00,1
11,0.00,0.00,0.00,0.00,60.70,0.00,1
13,0.00,0.00,0.00,0.00,59.91,0.00,1
15,0.00,0.00,0.04,0.45,54.18,2.00,1
17,0.00,0.00,0.01,0.06,49.54,1.00,1
19,0.00,0.00,0.07,0.50,43.48,0.00,1
21,0.78,3.10,0.43,2.50,40.26,1.00,1
23,1.62,4.76,0.76,4.50,36.06,0.00,3
25,2.29,4.75,1.34,6.50,34.35,1.00,3
27,3.92,10.95,1.81,8.50,31.54,1.00,3
29,4.84,14.61,2.10,10.50,29.39,0.00,3
31,4.07,7.37,3.10,12.50,28.80,2.00,3
33,5.10,10.47,3.21,14.50,25.11,0.00,3
35,6.48,10.78,4.21,16.50,27.02,0.00,3
37,6.48,10.78,5.30,18.50,22.85,0.00,2
39,7.79,12.43,6.46,20.50,18.66,0.00,2
41,13.22,23.07,7.72,22.50,17.58,0.00,2
43,13.24,22.75,9.06,24.50,22.72,2.00,2
45,11.00,22.75,7.26,22.27,23.95,2.00,2
47,11.00,22.75,6.71,24.27,26.66,1.00,2
49,12.04,26.93,7.40,26.27,27.11,1.00,2
51,12.80,29.96,8.28,28.27,25.74,1.00,4
53,12.80,29.95,9.04,30.27,24.23,1.00,4
55,12.69,29.95,9.72,32.27,25.12,0.00,4
57,11.89,36.04,10.72,34.27,23.27,2.00,4
59,12.96,35.74,6.72,30.23,21.65,1.00,1
61,14.80,35.35,7.48,32.23,19.30,0.00,1
63,15.82,33.39,8.31,34.23,22.87,0.00,1
65,15.63,31.14,9.30,36.23,28.07,2.00,1
67,15.27,30.32,7.29,32.97,33.12,2.00,1
69,7.43,24.74,5.74,22.18,35.56,2.00,1
71,1.33,4.99,4.55,17.36,37.27,2.00,1
73,2.68,5.71,3.46,16.02,37.18,1.00,1
75,2.62,5.47,3.61,18.02,36.61,1.00,1
77,2.62,5.47,3.89,20.02,33.13,1.00,1
79,3.71,8.16,4.09,22.02,30.78,1.00,1
81,5.95,12.91,4.80,24.02,30.05,1.00,1
83,7.91,12.76,5.41,26.02,32.73,2.00,1
85,8.79,12.76,5.86,28.02,32.79,0.00,3
87,8.79,12.76,6.69,30.02,31.86,0.00,3
89,8.79,12.76,7.55,32.02,33.64,2.00,3
91,7.86,12.76,6.03,34.02,32.44,1.00,3
93,5.90,12.76,6.82,36.02,30.29,2.00,3
95,7.04,12.76,6.49,38.02,28.27,1.00,2
97,9.92,18.18,7.23,40.02,23.31,0.00,2
99,13.21,24.84,8.31,42.02,19.40,0.00,2
101,13.91,26.90,9.48,44.02,14.58,1.00,2
103,15.99,30.63,9.18,33.30,13.54,1.00,2
105,15.33,22.38,9.04,35.30,12.96,1.00,2
107,11.43,23.38,9.46,37.30,12.34,1.00,2
109,15.86,41.10,10.49,39.30,14.84,1.00,2
111,18.39,49.18,11.06,41.30,12.82,1.00,4
113,19.40,49.02,12.24,43.30,14.67,1.00,4
115,19.40,49.39,12.81,45.30,15.12,0.00,4
117,19.96,58.61,13.97,47.30,13.50,2.00,4
119,18.28,61.78,11.63,40.83,10.13,1.00,1
121,19.67,67.33,9.23,28.73,14.45,0.00,1
123,21.20,73.46,10.23,30.73,18.71,0.00,1
125,22.16,78.92,11.23,32.73,21.13,2.00,1
127,21.11,79.25,9.39,30.79,22.81,2.00,1
129,21.11,79.25,8.61,31.58,21.71,2.00,1
131,22.03,80.69,8.81,33.58,21.09,1.00,1
133,23.89,90.39,9.47,35.58,23.16,1.00,1
135,24.39,92.38,7.82,37.58,26.02,1.00,1
137,26.21,92.37,8.82,39.58,30.25,2.00,1
139,19.90,59.74,9.31,41.58,32.76,1.00,1
141,6.69,10.88,10.23,43.58,36.75,1.00,1
143,8.40,12.52,11.39,45.58,36.01,2.00,3
145,8.48,12.52,12.41,47.58,33.94,1.00,3
147,8.57,12.52,11.95,49.58,34.77,1.00,3
149,8.42,12.52,11.41,51.58,30.61,2.00,3
151,8.68,13.18,7.21,17.79,26.67,1.00,3
153,16.05,23.91,7.06,18.67,22.42,0.00,3
155,19.04,34.23,8.39,20.67,18.24,0.00,3
157,25.09,46.52,9.73,22.67,14.18,0.00,3
159,27.66,50.10,11.18,24.67,12.39,0.00,2
161,30.26,53.91,12.68,26.67,11.89,0.00,2
163,33.65,61.56,14.18,28.67,14.84,0.00,2
165,37.06,70.49,15.68,30.67,15.89,2.00,2
167,40.38,79.96,13.39,32.67,16.83,2.00,2
169,38.07,79.85,11.55,34.67,16.96,1.00,2
171,35.17,85.27,12.02,36.67,16.28,2.00,4
173,37.16,93.26,11.67,38.67,15.20,1.00,4
175,39.67,99.12,11.36,40.67,16.14,1.00,4
177,42.48,103.26,11.54,32.39,13.68,2.00,4
179,43.70,104.80,12.02,34.39,11.72,1.00,1
181,46.47,104.79,13.13,34.24,9.39,1.00,1
183,51.14,104.79,14.02,34.80,9.49,0.00,1
185,57.71,104.79,15.35,36.80,12.05,2.00,1
187,61.47,105.52,16.07,37.31,11.77,2.00,1
189,61.89,106.71,15.86,36.88,14.48,2.00,1
191,64.90,117.67,16.39,36.10,17.19,2.00,1
193,67.89,118.38,17.39,35.58,16.06,2.00,1
195,70.64,124.85,17.60,37.49,15.71,2.00,1
197,73.36,128.06,19.17,39.49,16.20,3.00,1
199,80.09,140.73,19.50,41.49,18.01,1.00,1
201,82.18,143.36,20.45,43.49,19.48,2.00,1
203,65.68,143.31,20.48,45.49,19.35,3.00,1
205,50.37,142.98,20.32,47.49,19.14,2.00,1
207,51.70,143.98,21.39,49.49,18.34,2.00,1
209,53.69,147.65,22.71,51.49,18.58,3.00,3
211,54.85,147.20,21.63,53.49,21.21,2.00,3
213,28.33,47.90,22.28,55.49,22.55,0.00,3
215,20.74,47.79,24.11,57.49,20.58,2.00,3
217,24.36,47.79,18.59,41.06,19.31,0.00,2
219,26.66,47.79,20.09,43.06,15.05,0.00,2
221,28.91,47.79,21.73,45.06,10.71,0.00,2
223,31.98,47.79,23.40,47.06,7.73,2.00,2
225,37.85,54.31,24.28,45.49,8.76,2.00,2
227,39.47,54.36,22.07,46.55,8.98,2.00,4
229,40.07,54.36,19.29,45.00,10.57,2.00,4
231,41.20,53.84,17.51,36.49,13.41,1.00,4
233,38.65,51.50,18.53,36.95,16.67,2.00,4
235,33.76,51.29,16.39,38.95,17.90,0.00,1
237,32.60,51.29,17.55,40.95,18.18,0.00,1
239,34.86,51.29,18.72,42.95,17.05,0.00,1
241,38.39,51.29,20.04,44.95,14.53,2.00,1
243,37.94,51.29,20.73,42.69,12.21,2.00,1
245,41.18,54.82,20.37,42.29,10.60,2.00,1
247,42.06,62.06,20.12,43.84,11.05,2.00,1
249,37.12,65.03,20.76,45.84,10.66,2.00,1
251,41.94,69.80,18.55,47.84,11.69,2.00,1
253,27.70,49.37,17.08,49.84,13.10,2.00,1
255,24.28,49.37,15.99,51.84,13.66,2.00,1
257,24.28,49.37,15.63,53.84,14.90,1.00,1
259,24.85,49.37,16.34,55.84,14.41,0.00,1
261,25.58,49.37,17.84,57.84,18.04,2.00,1
263,25.57,49.37,18.00,59.84,20.13,0.00,3
265,25.84,49.37,19.20,61.84,22.07,1.00,3
267,27.17,49.90,20.34,63.84,27.00,2.00,3
269,25.10,49.76,20.45,61.36,27.16,2.00,3
271,25.96,49.76,17.20,63.36,25.23,3.00,2
273,25.94,49.76,14.86,62.37,22.73,1.00,2
275,30.30,59.73,15.80,62.01,21.00,1.00,2
277,34.97,62.13,15.08,52.87,21.13,2.00,2
279,37.87,68.31,15.31,41.58,21.74,2.00,2
281,11.22,17.48,15.92,42.59,22.65,2.00,2
283,9.41,17.48,14.22,35.93,23.96,2.00,2
285,10.08,17.96,11.36,34.87,23.49,2.00,2
287,10.11,17.95,10.75,36.87,21.34,2.00,4
289,12.10,20.86,9.77,38.87,25.39,1.00,4
291,14.69,30.62,10.46,40.87,25.74,0.00,4
293,16.78,38.96,11.63,42.87,25.52,1.00,4
295,14.99,42.36,10.61,26.56,21.69,1.00,1
297,17.61,52.84,10.53,28.56,19.03,0.00,1
299,21.58,54.59,11.87,30.56,19.40,0.00,1
301,23.18,54.58,13.20,32.56,19.35,2.00,1
303,27.17,60.57,13.86,29.64,19.84,2.00,1
305,32.76,67.47,12.41,31.64,19.90,2.00,1
307,30.88,72.55,11.49,30.70,18.82,2.00,1
309,36.94,90.45,11.35,32.70,20.27,2.00,1
311,37.54,92.98,12.24,34.70,18.87,2.00,1
313,38.83,96.30,12.87,36.70,19.24,2.00,1
315,44.00,98.19,13.39,38.70,18.80,1.00,1
317,29.32,44.54,14.80,40.70,16.96,1.00,1
319,23.78,49.12,15.57,42.70,16.50,2.00,1
321,24.34,51.38,16.87,44.70,15.55,1.00,3
323,25.72,55.16,17.23,46.70,14.48,1.00,3
325,28.37,55.10,18.25,48.70,14.85,2.00,3
327,33.44,55.10,16.45,50.70,13.83,1.00,3
329,35.75,55.10,17.71,49.16,14.41,1.00,3
331,37.10,55.10,19.08,47.63,14.28,1.00,2
333,32.84,55.10,18.29,39.03,12.89,1.00,2
335,30.01,54.93,19.75,41.03,15.32,0.00,2
337,34.15,58.30,21.42,43.03,15.66,2.00,2
339,34.50,58.99,18.71,35.48,16.58,2.00,2
341,29.86,58.01,19.69,37.40,15.57,2.00,2
343,32.07,60.46,19.55,39.40,15.42,2.00,2
345,33.67,61.14,19.59,41.40,16.25,1.00,4
