time,delay
1.0,0.0
3.0,0.0
5.0,0.0
7.0,0.0
9.0,0.0
11.0,0.0
13.0,0.0
15.0,0.0
17.0,0.0
19.0,0.0
21.0,0.0
23.0,0.0
25.0,0.0
27.0,0.0
29.0,0.0
31.0,0.0
33.0,0.0
35.0,0.0
37.0,0.0
39.0,0.0
41.0,0.016666666666666666
43.0,0.016666666666666666
45.0,0.016666666666666666
47.0,2.683333333333333
49.0,2.833333333333333
51.0,2.4
53.0,3.35
55.0,1.991666666666667
57.0,1.2750000000000001
59.0,1.2750000000000001
61.0,1.2750000000000001
63.0,1.2750000000000001
65.0,1.2750000000000001
67.0,1.2750000000000001
69.0,1.4416666666666669
71.0,3.6083333333333334
73.0,3.6083333333333334
75.0,3.6083333333333334
77.0,1.8166666666666667
79.0,1.8166666666666667
81.0,1.8166666666666667
83.0,1.6333333333333333
85.0,1.6333333333333333
87.0,3.2750000000000004
89.0,4.333333333333334
91.0,4.3
93.0,4.3
95.0,4.3
97.0,4.275
99.0,4.3
101.0,4.3
103.0,4.2250000000000005
105.0,4.2250000000000005
107.0,6.0166666666666675
109.0,9.525
111.0,6.8583333333333325
113.0,5.133333333333334
115.0,5.008333333333334
117.0,4.8
119.0,4.8
121.0,4.9750000000000005
123.0,5.025
125.0,5.241666666666667
127.0,5.083333333333333
129.0,5.0
131.0,4.525
133.0,4.525
135.0,4.508333333333334
137.0,4.508333333333334
139.0,4.558333333333334
141.0,4.558333333333334
143.0,4.558333333333334
145.0,6.216666666666667
147.0,12.816666666666668
149.0,12.816666666666668
151.0,11.308333333333334
153.0,10.15
155.0,10.15
157.0,15.900000000000002
159.0,14.883333333333335
161.0,12.116666666666667
163.0,10.075
165.0,10.158333333333335
167.0,8.85
169.0,8.441666666666666
171.0,8.441666666666666
173.0,8.441666666666666
175.0,9.258333333333333
177.0,13.841666666666669
179.0,13.508333333333335
181.0,12.791666666666666
183.0,12.174999999999999
185.0,11.025
187.0,11.025
189.0,10.966666666666667
191.0,9.616666666666667
193.0,9.433333333333334
195.0,13.116666666666667
197.0,14.216666666666667
199.0,13.733333333333333
201.0,13.758333333333333
203.0,12.875
205.0,11.383333333333333
207.0,11.383333333333333
209.0,16.508333333333333
211.0,23.991666666666664
213.0,21.424999999999997
215.0,20.416666666666664
217.0,19.43333333333333
219.0,19.43333333333333
221.0,19.374999999999996
223.0,19.73333333333333
225.0,20.541666666666664
227.0,20.349999999999998
229.0,17.65833333333333
231.0,14.941666666666666
233.0,14.616666666666667
235.0,13.483333333333333
237.0,13.483333333333333
239.0,15.683333333333334
241.0,22.016666666666666
243.0,18.191666666666666
245.0,18.041666666666664
247.0,18.041666666666664
249.0,18.041666666666664
251.0,18.041666666666664
253.0,24.366666666666667
255.0,27.858333333333334
257.0,27.866666666666667
259.0,25.491666666666667
261.0,25.608333333333334
263.0,21.958333333333336
265.0,22.008333333333333
267.0,21.958333333333336
269.0,22.041666666666664
271.0,26.241666666666667
273.0,24.80833333333333
275.0,24.80833333333333
277.0,24.916666666666664
279.0,24.916666666666664
281.0,24.916666666666664
283.0,24.324999999999996
285.0,24.23333333333333
287.0,24.23333333333333
289.0,24.23333333333333
291.0,24.23333333333333
293.0,24.166666666666664
295.0,24.299999999999997
297.0,26.35833333333333
299.0,24.75
301.0,24.066666666666663
303.0,24.066666666666663
305.0,24.066666666666663
307.0,24.066666666666663
309.0,23.333333333333332
311.0,23.333333333333332
313.0,26.208333333333336
315.0,27.075
317.0,26.891666666666662
319.0,26.941666666666666
321.0,26.941666666666666
323.0,27.125000000000004
325.0,27.425
327.0,26.883333333333333
329.0,26.549999999999997
331.0,25.5
333.0,25.233333333333334
335.0,25.233333333333334
337.0,27.59166666666666
339.0,26.84166666666666
341.0,25.949999999999996
343.0,25.949999999999996
345.0,25.949999999999996
347.0,30.33333333333333
349.0,34.44166666666666
351.0,33.925
353.0,32.275
355.0,31.65833333333333
357.0,30.958333333333332
359.0,30.625
361.0,30.625
363.0,29.366666666666664
365.0,29.366666666666664
367.0,29.324999999999996
369.0,34.724999999999994
371.0,34.36666666666666
373.0,33.008333333333326
375.0,33.008333333333326
377.0,32.78333333333333
379.0,32.78333333333333
381.0,37.84166666666667
383.0,37.8
385.0,40.34166666666667
387.0,38.608333333333334
389.0,36.199999999999996
391.0,36.425
393.0,36.16666666666667
395.0,35.375
397.0,35.375
399.0,34.425
401.0,34.18333333333334
403.0,30.416666666666668
405.0,29.150000000000002
407.0,29.150000000000002
409.0,32.50833333333333
411.0,37.93333333333334
413.0,34.15833333333333
415.0,30.116666666666667
417.0,29.96666666666667
419.0,29.96666666666667
421.0,35.19166666666666
423.0,35.05833333333334
425.0,34.03333333333333
427.0,34.80833333333334
429.0,48.233333333333334
431.0,46.949999999999996
433.0,46.93333333333333
435.0,46.93333333333333
437.0,29.85
439.0,29.85
441.0,32.93333333333334
443.0,32.916666666666664
445.0,30.708333333333332
447.0,30.708333333333332
449.0,31.991666666666667
451.0,31.816666666666663
453.0,36.875
455.0,36.71666666666667
457.0,36.09166666666667
459.0,35.75833333333334
461.0,34.800000000000004
463.0,31.016666666666666
465.0,29.375
467.0,29.375
469.0,29.375
471.0,27.566666666666666
473.0,30.6
475.0,39.78333333333333
477.0,36.900000000000006
