time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,44.75,0.00,1
3,0.00,0.00,0.00,0.00,53.03,0.00,1
5,0.00,0.00,0.00,0.00,56.40,0.00,1
7,0.00,0.00,0.00,0.00,58.20,0.00,1
9,0.00,0.00,0.00,0.00,59.01,0.00,1
11,0.00,0.00,0.00,0.00,60.71,0.00,1
13,0.00,0.00,0.00,0.00,59.91,0.00,1
15,0.00,0.00,0.04,0.45,54.31,2.00,1
17,0.00,0.00,0.01,0.06,49.34,1.00,1
19,0.00,0.00,0.07,0.50,43.34,0.00,1
21,0.77,3.10,0.43,2.50,40.29,1.00,1
23,1.68,4.76,0.76,4.50,36.06,0.00,3
25,2.29,4.75,1.35,6.50,34.34,1.00,3
27,3.92,10.95,1.82,8.50,31.62,1.00,3
29,4.83,14.55,2.12,10.50,29.46,0.00,3
31,3.99,7.35,3.12,12.50,28.83,2.00,3
33,5.10,10.48,3.22,14.50,25.11,0.00,3
35,6.49,10.79,4.22,16.50,26.48,0.00,3
37,6.48,10.78,5.31,18.50,22.58,0.00,2
39,7.79,12.41,6.47,20.50,18.66,0.00,2
41,13.21,23.03,7.73,22.50,17.58,0.00,2
43,13.23,22.75,9.07,24.50,23.04,2.00,2
45,10.99,22.75,7.27,22.33,24.27,2.00,2
47,10.99,22.75,6.72,24.33,26.87,1.00,2
49,11.58,25.08,7.41,26.33,27.53,1.00,2
51,12.81,30.01,8.29,28.33,25.70,1.00,4
53,12.79,29.95,9.05,30.33,24.16,1.00,4
55,12.69,29.95,9.73,32.33,25.09,0.00,4
57,11.88,36.04,10.73,34.33,23.16,2.00,4
59,12.96,35.74,6.73,30.31,21.46,1.00,1
61,14.80,35.35,7.48,32.31,19.20,0.00,1
63,15.82,33.39,8.32,34.31,22.80,0.00,1
65,15.67,31.14,9.31,36.31,27.68,2.00,1
67,15.21,30.32,7.29,32.97,31.83,2.00,1
69,7.43,24.74,5.74,22.16,33.57,2.00,1
71,1.33,4.99,4.54,17.36,35.48,2.00,1
73,2.67,5.70,3.45,16.02,35.71,1.00,1
75,2.62,5.47,3.61,18.02,34.62,1.00,1
77,2.62,5.47,3.89,20.02,33.25,1.00,1
79,3.71,8.16,4.09,22.02,33.39,1.00,1
81,5.94,12.90,4.76,24.02,31.58,1.00,1
83,5.90,12.76,5.37,26.02,33.14,1.00,1
85,7.90,12.76,6.22,28.02,32.81,1.00,3
87,8.79,12.76,6.70,30.02,33.46,0.00,3
89,8.79,12.76,7.61,32.02,33.61,2.00,3
91,7.86,12.76,6.04,34.02,32.44,1.00,3
93,5.90,12.76,6.81,36.02,30.29,2.00,3
95,7.03,12.76,6.48,38.02,28.27,1.00,2
97,9.91,18.16,7.22,40.02,23.31,0.00,2
99,13.21,24.83,8.31,42.02,19.40,0.00,2
101,13.91,26.90,9.47,44.02,14.58,1.00,2
103,15.99,30.63,9.17,33.26,13.54,1.00,2
105,15.33,22.38,9.03,35.26,12.95,1.00,2
107,11.44,23.38,9.45,37.26,12.33,1.00,2
109,15.87,41.10,10.53,39.26,14.83,1.00,2
111,18.39,49.18,11.21,41.26,12.82,1.00,4
113,19.40,49.02,12.39,43.26,14.68,1.00,4
115,19.40,49.39,12.96,45.26,15.14,0.00,4
117,19.87,58.25,14.12,47.26,13.51,2.00,4
119,18.28,61.78,11.78,40.80,10.14,1.00,1
121,19.66,67.33,9.38,28.73,14.45,0.00,1
123,21.20,73.46,10.38,30.73,18.72,0.00,1
125,22.16,78.92,11.38,32.73,21.13,2.00,1
127,21.11,79.25,9.54,30.79,22.80,2.00,1
129,21.11,79.25,8.60,31.58,21.71,2.00,1
131,22.03,80.69,8.81,33.58,21.09,1.00,1
133,23.89,90.39,9.47,35.58,23.16,1.00,1
135,24.39,92.38,7.81,37.58,26.21,1.00,1
137,26.21,92.37,8.81,39.58,31.08,2.00,1
139,24.48,78.06,9.31,41.58,33.69,1.00,1
141,6.69,10.88,10.06,43.58,36.90,0.00,1
143,8.41,12.52,11.45,45.58,35.95,3.00,3
145,8.48,12.52,12.45,47.58,34.31,1.00,3
147,8.38,12.52,11.95,49.58,35.93,1.00,3
149,5.90,12.52,11.41,51.58,31.09,2.00,3
151,8.60,13.84,7.30,18.81,25.49,1.00,3
153,17.02,27.86,7.06,18.67,20.69,0.00,3
155,20.81,41.34,8.39,20.67,17.11,0.00,3
157,26.43,51.89,9.73,22.67,12.95,0.00,3
159,30.71,62.35,11.18,24.67,10.50,0.00,2
161,33.56,67.17,12.68,26.67,10.22,0.00,2
163,35.53,69.12,14.18,28.67,13.53,0.00,2
165,40.48,84.17,15.68,30.67,15.54,2.00,2
167,41.79,85.61,13.39,32.67,16.88,2.00,2
169,39.50,85.60,11.55,34.67,16.93,1.00,2
171,36.33,89.97,12.02,36.67,16.40,2.00,4
173,38.77,99.73,11.66,38.67,15.34,1.00,4
175,41.08,104.78,11.36,40.67,16.33,1.00,4
177,44.14,109.90,11.53,32.38,13.72,2.00,4
179,45.20,110.55,12.02,34.38,11.42,1.00,1
181,47.89,110.55,12.96,32.80,9.11,1.00,1
183,52.58,110.55,13.87,34.80,9.30,0.00,1
185,59.53,110.55,15.20,36.80,11.92,2.00,1
187,62.88,110.55,15.91,37.32,11.89,2.00,1
189,63.69,113.93,15.86,35.27,14.66,2.00,1
191,66.57,124.35,16.70,38.21,16.85,2.00,1
193,69.32,124.13,17.56,35.97,15.63,2.00,1
195,71.92,124.82,17.81,37.43,15.26,1.00,1
197,75.51,132.41,19.40,39.43,15.75,4.00,1
199,82.05,142.66,19.47,41.43,17.63,1.00,1
201,83.76,143.96,20.23,43.43,18.87,1.00,1
203,84.47,143.62,21.21,45.43,19.36,3.00,1
205,50.95,142.80,22.09,47.43,19.28,2.00,1
207,51.66,143.80,21.76,49.43,19.63,3.00,1
209,53.67,147.58,22.83,51.43,18.93,2.00,3
211,54.83,147.09,21.81,53.43,21.20,2.00,3
213,31.97,51.00,22.88,55.43,22.57,0.00,3
215,20.52,47.79,24.71,57.43,19.21,2.00,3
217,25.43,48.13,19.19,41.06,17.69,0.00,2
219,30.28,54.02,20.69,43.06,13.94,0.00,2
