time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.75,0,
3,0.00,0.00,0.00,0.00,53.03,1,
5,0.00,0.00,0.00,0.00,56.40,1,
7,0.00,0.00,0.00,0.00,58.20,1,
9,0.00,0.00,0.00,0.00,59.01,1,4.00
11,0.00,0.00,0.00,0.00,60.71,1,
13,0.00,0.00,0.00,0.00,59.91,5,
15,0.00,0.00,0.04,0.45,54.33,5,
17,0.00,0.00,0.01,0.06,49.62,5,
19,0.00,0.00,0.07,0.50,43.16,5,2.64
21,0.77,3.10,0.43,2.50,40.22,5,
23,1.68,4.76,0.76,4.50,35.92,2,
25,2.07,4.67,1.35,6.50,41.25,2,
27,1.30,5.20,1.49,8.50,36.76,2,
29,1.30,5.19,1.48,6.33,34.62,2,2.79
31,2.26,5.19,1.76,8.33,36.69,2,
33,3.92,10.48,1.61,10.33,33.25,8,
35,5.07,10.40,1.85,12.33,37.67,8,
37,3.75,9.80,2.44,14.33,33.39,8,
39,3.73,6.53,2.48,16.33,31.18,8,2.49
41,6.64,11.84,3.07,18.33,27.20,8,
43,8.54,17.65,3.74,20.33,28.54,1,
45,8.50,17.53,4.40,22.33,30.36,1,
47,6.85,13.71,5.12,24.33,33.57,1,
49,3.27,7.91,4.43,26.33,35.50,1,2.70
51,4.23,11.72,3.07,28.33,36.18,1,
53,4.72,13.68,3.08,30.33,33.55,6,
55,7.28,24.24,3.42,32.33,34.56,6,
57,5.99,23.95,4.00,34.33,31.55,6,
59,6.32,23.95,1.53,12.65,32.70,6,2.79
61,5.99,23.95,1.71,14.65,30.35,6,
63,6.44,25.74,1.44,16.65,31.62,2,
65,7.63,30.54,1.71,18.65,36.19,2,
67,7.61,30.44,2.07,20.65,37.91,2,
69,7.79,30.22,2.70,22.77,41.67,2,2.72
71,2.76,8.12,3.23,21.84,42.90,2,
73,2.59,10.36,2.08,9.87,35.96,1,
75,4.58,16.52,2.75,11.87,30.50,1,
77,5.53,16.55,2.60,13.87,29.46,1,
79,3.34,6.30,3.47,15.87,29.42,1,2.01
81,4.44,13.03,3.95,17.87,29.25,1,
83,6.62,12.76,4.23,19.87,33.47,5,
85,7.24,12.76,4.60,21.87,38.35,5,
87,6.31,12.76,3.08,17.32,41.67,5,
89,4.36,12.76,3.69,19.32,38.69,5,2.77
91,4.36,12.76,3.68,21.32,36.59,5,
93,4.36,12.76,4.17,23.32,32.33,1,
95,5.43,12.76,4.93,25.32,31.06,1,
97,5.89,12.76,5.74,27.32,28.12,1,
99,7.67,17.31,6.48,29.32,25.86,1,1.90
101,9.31,19.13,7.35,31.32,20.03,1,
103,10.62,24.57,8.36,33.32,17.76,6,
105,10.76,25.09,9.61,35.32,13.77,6,
107,15.54,32.92,10.95,37.32,11.87,6,
109,20.30,36.93,8.86,39.32,17.04,6,1.96
111,21.03,36.81,9.05,41.32,17.67,6,
113,14.96,29.35,9.86,43.32,20.79,7,
115,11.82,29.35,9.89,45.32,19.64,7,
117,14.60,35.58,10.63,47.32,17.89,7,
119,17.78,42.05,11.70,49.32,16.77,7,2.48
121,18.45,44.96,11.51,51.32,24.50,7,
123,18.24,44.10,12.36,53.32,27.15,1,
125,7.21,12.76,12.65,55.32,26.75,1,
127,7.21,12.76,13.33,57.32,27.89,1,
129,8.07,12.76,14.15,59.32,26.86,1,2.06
131,8.56,12.76,14.95,61.32,24.35,1,
133,8.56,12.76,15.77,63.32,22.87,3,
135,8.45,12.76,16.06,65.32,26.84,3,
137,7.76,16.34,14.46,67.32,30.63,3,
139,9.29,19.64,11.23,69.32,31.50,3,1.99
141,11.66,24.99,10.89,71.32,32.15,3,
143,13.11,24.86,11.89,73.32,30.39,6,
145,13.38,24.86,12.89,75.32,28.86,6,
147,13.29,24.86,13.36,77.32,27.12,6,
149,14.09,24.55,14.47,79.32,24.81,6,1.44
151,11.27,32.31,12.84,81.32,25.10,6,
153,13.95,42.44,12.64,83.32,22.51,1,
155,17.41,50.00,12.46,85.32,21.48,1,
157,17.72,53.40,12.90,87.32,17.87,1,
159,20.91,61.38,14.01,89.32,16.74,1,2.62
161,22.81,67.24,15.09,91.32,19.05,1,
163,24.62,69.74,15.63,93.32,24.32,1,
165,28.71,84.40,16.70,95.32,26.40,1,
167,29.00,85.56,17.09,97.32,28.76,1,
169,28.92,85.21,18.40,99.32,29.54,1,2.80
171,13.05,17.80,19.54,101.32,30.25,1,
173,9.45,18.55,20.16,103.32,27.99,8,
175,10.24,18.55,21.49,105.32,28.45,8,
177,10.64,20.21,22.76,107.32,25.12,8,
179,14.40,25.87,20.14,100.73,20.61,8,1.67
181,16.31,31.71,12.17,30.54,18.10,8,
183,23.93,41.00,12.01,32.54,16.15,1,
185,27.79,44.87,12.65,34.54,16.80,1,
187,31.29,44.27,13.26,36.54,16.81,1,
189,34.30,45.33,14.02,38.54,19.89,1,2.36
191,34.74,48.27,15.18,40.54,23.22,1,
193,28.75,48.12,14.06,42.54,22.54,2,
