time,queue_length
1.0,0.0
3.0,0.0
5.0,0.0
7.0,0.0
9.0,0.0
11.0,0.0
13.0,0.0
15.0,0.0
17.0,0.0
19.0,0.0
21.0,0.0
23.0,0.0
25.0,0.0
27.0,0.0
29.0,0.0
31.0,0.15
33.0,1.425
35.0,1.375
37.0,1.375
39.0,1.375
41.0,1.375
43.0,1.375
45.0,1.375
47.0,1.35
49.0,0.05
51.0,0.0
53.0,0.0
55.0,0.0
57.0,0.0
59.0,0.0
61.0,0.375
63.0,1.075
65.0,0.0
67.0,0.0
69.0,0.15
71.0,1.95
73.0,1.5
75.0,1.425
77.0,1.425
79.0,1.6500000000000001
81.0,3.7249999999999996
83.0,4.275
85.0,3.3
87.0,2.675
89.0,2.675
91.0,3.6999999999999997
93.0,4.05
95.0,1.275
97.0,4.699999999999999
99.0,5.5
101.0,4.125
103.0,4.050000000000001
105.0,4.9
107.0,5.625
109.0,5.6
111.0,4.175000000000001
113.0,4.725
115.0,6.25
117.0,3.25
119.0,4.7250000000000005
121.0,5.825
123.0,7.025
125.0,8.75
127.0,6.625
129.0,5.825
131.0,8.6
133.0,8.6
135.0,6.9
137.0,8.325
139.0,10.9
141.0,12.075
143.0,8.274999999999999
145.0,5.525
147.0,7.574999999999999
149.0,8.4
151.0,9.1
153.0,9.350000000000001
155.0,9.275
157.0,9.8
159.0,11.0
161.0,11.15
163.0,7.625
165.0,7.15
167.0,10.375
169.0,11.2
171.0,12.425
173.0,14.925
175.0,12.625
177.0,7.725
179.0,12.85
181.0,15.45
183.0,16.725
185.0,18.175
187.0,18.35
189.0,26.3
191.0,27.424999999999997
193.0,22.75
195.0,18.950000000000003
197.0,18.6
199.0,18.55
201.0,18.55
203.0,18.55
205.0,18.55
207.0,18.55
209.0,19.35
211.0,22.8
213.0,22.75
215.0,22.275000000000002
217.0,21.950000000000003
219.0,20.7
221.0,19.75
223.0,20.225
225.0,17.975
227.0,13.225
229.0,13.2
231.0,13.2
233.0,13.899999999999999
235.0,15.025
237.0,15.65
239.0,16.725
241.0,16.674999999999997
243.0,13.95
245.0,13.2
247.0,14.899999999999999
249.0,14.3
251.0,13.399999999999999
253.0,13.274999999999999
255.0,6.449999999999999
257.0,7.3
259.0,7.2749999999999995
261.0,7.2749999999999995
263.0,7.2749999999999995
265.0,7.2749999999999995
267.0,8.399999999999999
269.0,10.375
271.0,10.675
273.0,14.025000000000002
275.0,14.500000000000002
277.0,17.224999999999998
279.0,17.55
281.0,18.275
283.0,18.225
285.0,18.65
287.0,21.775
289.0,18.5
291.0,18.949999999999996
293.0,19.65
295.0,21.825
297.0,25.8
299.0,26.725
301.0,26.2
303.0,29.049999999999997
305.0,32.375
307.0,25.599999999999998
309.0,18.325
311.0,20.675
313.0,21.45
315.0,22.45
317.0,23.275
319.0,23.974999999999998
321.0,25.849999999999998
323.0,24.075
325.0,22.825
327.0,22.825
329.0,24.15
331.0,24.224999999999998
333.0,24.224999999999998
335.0,22.25
337.0,21.775
339.0,18.075
341.0,17.9
343.0,20.35
345.0,18.875
347.0,18.975
349.0,21.175
351.0,23.225
353.0,18.875
355.0,18.825000000000003
357.0,19.6
359.0,19.075
361.0,20.725
363.0,16.35
365.0,17.625
367.0,18.075
369.0,19.05
371.0,20.45
373.0,23.450000000000003
375.0,26.125
377.0,21.799999999999997
379.0,20.175
381.0,13.825
383.0,13.825
385.0,13.825
387.0,14.25
389.0,14.725
391.0,15.674999999999999
393.0,19.525
395.0,20.075
397.0,19.775000000000002
399.0,17.075
401.0,17.425
403.0,17.025
405.0,15.524999999999999
407.0,12.475000000000001
409.0,12.825
411.0,13.7
413.0,15.75
415.0,16.225
417.0,16.650000000000002
419.0,16.6
421.0,16.6
423.0,16.6
425.0,16.6
427.0,15.9
429.0,11.775
431.0,13.125
433.0,13.65
435.0,13.749999999999998
437.0,12.799999999999999
439.0,12.6
441.0,13.4
443.0,10.999999999999998
445.0,12.55
447.0,13.65
449.0,13.625
451.0,12.2
453.0,11.675
455.0,12.4
457.0,13.5
459.0,13.45
461.0,13.45
463.0,15.9
465.0,15.65
467.0,17.25
469.0,19.6
471.0,19.549999999999997
473.0,20.75
475.0,21.075
477.0,21.075
479.0,21.075
481.0,20.95
483.0,18.325
485.0,18.049999999999997
487.0,11.075
489.0,11.55
491.0,11.55
493.0,12.225
495.0,13.125
497.0,14.7
499.0,14.35
501.0,7.95
503.0,7.95
505.0,8.85
507.0,11.25
509.0,11.224999999999998
511.0,11.299999999999999
513.0,11.475000000000001
515.0,12.899999999999999
517.0,9.399999999999999
519.0,11.175
521.0,11.600000000000001
523.0,11.600000000000001
525.0,11.600000000000001
527.0,11.600000000000001
529.0,11.600000000000001
531.0,11.575
533.0,10.5
535.0,9.475
537.0,9.775
539.0,12.275
541.0,13.75
543.0,13.275
545.0,9.55
547.0,9.025
549.0,11.075000000000001
551.0,15.325
553.0,18.825
555.0,21.825
557.0,22.85
559.0,14.125
561.0,11.825
563.0,12.174999999999999
565.0,14.424999999999999
567.0,14.749999999999998
569.0,14.624999999999998
571.0,14.475
573.0,11.275
575.0,11.275
577.0,11.275
579.0,11.275
581.0,12.225
583.0,12.9
585.0,12.9
587.0,12.9
589.0,12.1
591.0,9.950000000000001
593.0,8.25
