time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.10
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.05
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.70
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.20
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.85
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.95
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.95
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50
19,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.19,0.19,0.58,3.60
21,0.00,3.05,1.52,3.05,0.00,0.00,1.44,0.48,0.48,1.44,24.30
23,0.00,4.04,2.02,4.04,0.00,0.00,3.44,1.15,1.15,3.44,58.50
25,0.00,0.00,0.00,0.00,0.00,0.00,5.44,1.81,1.81,5.44,67.30
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.35
29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.45
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.30
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.05
35,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.39,0.39,1.17,38.77
37,3.86,0.00,1.93,3.86,0.00,3.17,0.00,1.06,1.06,3.17,36.43
39,5.55,0.00,2.78,5.55,0.00,5.17,0.00,1.72,1.72,5.17,29.63
41,5.55,0.00,2.77,5.55,0.00,7.17,0.00,2.39,2.39,7.17,32.77
43,8.13,0.00,4.07,8.13,0.00,9.17,0.00,3.06,3.06,9.17,31.90
45,11.54,0.00,5.77,11.54,0.00,11.17,0.00,3.72,3.72,11.17,27.73
47,11.50,0.00,5.75,11.50,0.00,13.17,0.00,4.39,4.39,13.17,33.18
49,11.50,0.00,5.75,11.50,0.00,15.17,0.00,5.06,5.06,15.17,27.70
51,11.50,2.00,6.75,11.50,0.00,17.17,1.66,6.28,6.28,17.17,23.33
53,11.50,5.17,8.33,11.50,0.00,19.17,3.66,7.61,7.61,19.17,19.93
55,15.43,5.11,10.27,15.43,0.61,21.17,5.66,9.15,9.15,21.17,15.68
57,18.19,5.11,11.65,18.19,2.61,23.17,7.66,11.15,11.15,23.17,17.24
59,18.17,5.11,11.64,18.17,4.61,25.17,9.66,13.15,13.15,25.17,12.81
61,23.20,5.11,14.16,23.20,6.61,27.17,11.66,15.15,15.15,27.17,9.69
63,24.53,7.41,15.97,24.53,8.61,29.17,13.66,17.15,17.15,29.17,14.84
65,24.52,11.16,17.84,24.52,10.61,31.17,15.66,19.15,19.15,31.17,12.65
67,24.52,11.10,17.81,24.52,12.61,33.17,17.66,21.15,21.15,33.17,14.57
69,24.52,11.10,17.81,24.52,14.61,35.17,19.66,23.15,23.15,35.17,13.84
71,28.59,11.10,19.85,28.59,16.61,37.17,21.66,25.15,25.15,37.17,11.42
73,30.91,11.10,21.01,30.91,18.61,39.17,23.66,27.15,27.15,39.17,9.17
75,30.90,11.10,21.00,30.90,20.61,41.17,25.66,29.15,29.15,41.17,6.90
77,30.90,14.01,22.45,30.90,22.61,43.17,27.66,31.15,31.15,43.17,3.84
79,30.90,17.87,24.38,30.90,24.61,45.17,29.66,33.15,33.15,45.17,1.66
81,30.90,17.83,24.36,30.90,26.61,47.17,31.66,35.15,35.15,47.17,0.24
83,30.90,23.46,27.18,30.90,28.61,49.17,33.66,37.15,37.15,49.17,0.64
85,30.90,24.15,27.52,30.90,30.61,51.17,35.66,39.15,39.15,51.17,2.26
87,30.89,24.15,27.52,30.89,32.61,45.80,37.66,38.69,38.69,45.80,5.65
89,15.09,24.15,19.62,24.15,34.61,29.83,39.66,34.70,34.70,39.66,5.00
91,0.00,24.15,12.07,24.15,0.00,31.83,41.66,24.50,24.50,41.66,0.00
93,0.00,24.15,12.07,24.15,0.00,23.19,43.66,22.28,22.28,43.66,0.00
95,0.00,24.15,12.07,24.15,0.00,0.00,45.66,15.22,15.22,45.66,0.00
97,0.00,24.15,12.07,24.15,0.00,0.00,47.66,15.89,15.89,47.66,0.00
99,0.00,24.15,12.07,24.15,0.00,0.00,49.66,16.55,16.55,49.66,0.00
101,0.00,24.15,12.07,24.15,0.00,0.00,51.66,17.22,17.22,51.66,0.00
103,0.00,24.15,12.07,24.15,0.00,0.00,53.66,17.89,17.89,53.66,1.40
105,0.00,24.15,12.07,24.15,0.00,0.00,55.66,18.55,18.55,55.66,11.23
107,0.00,22.62,11.31,22.62,0.00,0.00,45.90,15.30,15.30,45.90,22.45
109,0.00,0.00,0.00,0.00,0.00,0.00,32.98,10.99,10.99,32.98,46.70
111,0.00,0.00,0.00,0.00,0.00,0.00,29.32,9.77,9.77,29.32,59.83
113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.33
115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.40
117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14
119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.74
121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.66
123,0.00,0.00,0.00,0.00,1.35,0.26,0.00,0.54,0.54,1.35,28.46
125,8.81,0.00,4.40,8.81,3.35,2.26,0.00,1.87,1.87,3.35,18.02
127,17.84,0.00,8.92,17.84,5.35,4.26,0.00,3.21,3.21,5.35,9.44
129,17.58,0.00,8.79,17.58,7.35,6.26,0.00,4.54,4.54,7.35,2.80
