time,calc_time
1.00,0.19
9.00,0.07
19.00,0.08
29.00,0.08
39.00,0.05
49.00,0.07
59.00,0.06
69.00,0.06
79.00,0.06
89.00,0.08
99.00,0.07
109.00,0.06
119.00,0.07
129.00,0.06
139.00,0.07
149.00,0.07
159.00,0.06
169.00,0.06
179.00,0.06
189.00,0.06
199.00,0.06
209.00,0.08
219.00,0.07
229.00,0.06
239.00,0.06
249.00,0.05
259.00,0.19
269.00,0.07
279.00,0.07
289.00,0.07
299.00,0.05
309.00,0.07
319.00,0.06
329.00,0.07
339.00,0.06
349.00,0.08
359.00,0.06
369.00,0.06
379.00,0.07
389.00,0.07
399.00,0.06
409.00,0.06
419.00,0.08
429.00,0.07
439.00,0.07
449.00,0.07
459.00,0.06
469.00,0.06
479.00,0.06
489.00,0.06
499.00,0.07
509.00,0.06
519.00,0.06
529.00,0.07
539.00,0.06
549.00,0.06
559.00,0.06
569.00,0.07
579.00,0.05
589.00,0.06
599.00,0.07
609.00,0.06
619.00,0.06
629.00,0.06
639.00,0.06
649.00,0.07
659.00,0.07
669.00,0.06
679.00,0.07
689.00,0.06
699.00,0.06
709.00,0.07
719.00,0.07
729.00,0.06
739.00,0.05
749.00,0.06
759.00,0.06
769.00,0.06
779.00,0.08
789.00,0.06
799.00,0.07
809.00,0.09
819.00,0.05
829.00,0.05
839.00,0.07
849.00,0.08
859.00,0.08
869.00,0.07
879.00,0.08
889.00,0.08
899.00,0.06
909.00,0.08
919.00,0.07
929.00,0.06
939.00,0.06
949.00,0.08
959.00,0.07
969.00,0.08
979.00,0.06
989.00,0.07
999.00,0.04
