time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.90,1
3,0.00,0.00,0.00,0.00,54.05,4
5,0.00,0.00,0.00,0.00,61.07,4
7,0.00,0.00,0.00,0.00,61.72,4
9,0.00,0.00,0.00,0.00,60.28,4
11,0.00,0.00,0.00,0.00,58.02,3
13,0.00,0.00,0.00,0.00,53.60,3
15,0.00,0.00,0.11,1.33,47.45,3
17,0.00,0.00,0.44,3.33,46.83,3
19,0.93,3.73,0.92,5.33,42.44,1
21,2.55,5.59,0.98,7.33,38.24,1
23,4.46,5.31,1.77,9.33,36.56,1
25,5.32,8.07,2.61,11.33,36.55,1
27,5.90,12.14,2.62,8.82,35.87,1
29,5.51,17.03,3.20,10.82,34.50,2
31,6.51,17.92,3.65,12.82,34.14,2
33,9.24,24.69,4.36,14.82,33.63,2
35,8.56,24.76,5.26,16.82,32.01,2
37,6.68,24.76,4.60,15.43,32.70,2
39,7.85,24.76,4.35,17.43,30.86,2
41,11.43,24.76,4.88,19.43,29.16,2
43,12.16,24.76,5.51,21.43,26.41,2
45,15.01,24.76,6.01,23.43,25.97,4
47,17.76,24.76,6.88,25.43,21.83,4
49,20.20,28.83,8.28,27.43,20.83,4
51,22.06,31.17,8.77,29.43,18.44,4
53,21.15,35.51,9.72,29.58,19.30,4
55,23.49,39.47,9.80,26.90,20.58,4
57,20.47,41.50,10.50,27.01,21.78,1
59,21.73,40.89,10.22,22.85,18.06,1
61,21.41,39.70,11.10,24.85,17.80,1
63,22.93,40.81,12.60,26.85,17.08,1
65,24.37,46.27,12.85,28.64,17.52,1
67,27.32,51.79,12.19,30.64,15.90,1
69,28.53,55.84,13.16,32.64,16.03,1
71,27.10,41.56,14.18,34.64,18.17,1
73,20.30,35.81,14.69,36.64,18.83,4
75,20.45,35.81,14.78,38.64,21.81,4
77,21.49,39.97,16.01,40.64,24.04,4
79,22.07,42.33,16.64,42.64,26.71,4
81,21.89,42.31,16.72,44.64,26.91,3
83,22.23,42.31,17.78,46.64,26.33,3
85,22.23,42.31,17.77,48.64,24.46,3
87,21.52,42.31,17.58,50.64,23.56,3
89,21.07,44.33,16.92,44.71,23.25,2
91,28.56,59.53,15.86,42.32,21.32,2
93,34.16,71.73,17.10,44.32,19.22,2
95,36.08,77.42,18.77,46.32,17.98,2
97,35.17,79.39,19.63,43.81,16.57,1
99,39.74,87.91,19.31,42.34,17.01,1
101,44.42,93.45,20.81,44.34,17.17,1
103,45.85,95.44,22.33,46.34,15.19,1
105,44.65,82.91,22.20,48.34,13.29,1
107,35.65,59.16,22.06,50.34,12.22,1
109,43.15,61.64,22.25,52.34,11.37,1
111,42.78,64.65,23.37,54.34,11.65,1
113,49.86,80.06,24.38,56.34,12.71,2
115,54.47,91.40,24.91,58.34,12.39,2
117,57.44,90.90,25.11,60.34,12.03,2
119,57.20,90.84,24.64,62.34,11.81,2
121,42.63,96.53,26.37,64.34,12.34,2
123,41.97,108.77,26.80,66.34,12.07,2
125,46.17,118.62,26.65,68.34,11.63,2
127,49.69,122.98,27.32,70.34,10.75,2
129,52.86,125.52,28.52,72.34,13.32,2
131,55.99,134.31,29.91,74.34,13.71,2
133,57.41,137.11,29.93,76.34,12.54,3
135,57.76,138.52,31.19,78.34,10.29,3
137,61.44,149.24,31.96,80.34,9.67,3
139,67.28,161.33,33.62,82.34,9.69,3
141,69.04,163.69,31.51,73.12,9.62,3
143,68.46,163.68,32.89,75.12,10.36,3
145,71.01,168.69,33.73,77.12,10.76,4
147,72.44,170.52,32.70,79.12,12.84,4
149,72.85,170.52,32.13,81.12,13.70,4
151,70.82,170.50,33.63,83.12,14.59,4
153,73.53,175.48,33.31,75.28,14.12,1
155,77.08,185.71,32.80,67.93,12.96,1
157,79.04,192.22,32.93,55.80,12.79,1
159,79.21,196.95,34.43,57.80,14.16,1
161,82.32,200.26,31.35,59.80,14.65,1
163,87.80,200.22,30.82,61.80,14.75,1
165,88.76,200.10,31.16,63.80,15.82,4
167,87.10,198.02,30.58,65.80,14.64,4
