id,intersection_id,road_order_id,turn_ratio_template_id
1,1,1,6
2,1,2,6
3,1,3,6
4,1,4,6
5,2,1,6
6,2,2,6
7,2,3,6
8,2,4,6
9,3,1,6
10,3,2,6
11,3,3,6
12,3,4,6
13,4,1,6
14,4,2,6
15,4,3,6
16,4,4,6
17,5,1,6
18,5,2,6
19,5,3,6
20,5,4,6
21,6,1,6
22,6,2,6
23,6,3,6
24,6,4,6
25,7,1,6
26,7,2,6
27,7,3,6
28,7,4,6
29,8,1,6
30,8,2,6
31,8,3,6
32,8,4,6
33,9,1,6
34,9,2,6
35,9,3,6
36,9,4,6
