time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.10,3
3,0.00,0.00,0.00,0.00,57.73,3
5,0.00,0.00,0.00,0.00,63.33,5
7,0.00,0.00,0.00,0.00,59.26,5
9,0.00,0.00,0.00,0.00,61.50,5
11,0.00,0.00,0.00,0.00,57.13,5
13,0.00,0.00,0.00,0.00,52.95,3
15,0.00,0.00,0.00,0.00,48.25,3
17,0.60,2.40,0.31,1.71,49.84,3
19,1.01,4.05,0.62,3.71,46.80,3
21,1.23,4.04,0.88,5.71,44.53,1
23,3.22,5.15,1.43,7.71,42.31,1
25,3.43,5.32,2.11,9.71,42.19,1
27,2.58,5.31,1.95,8.07,41.20,1
29,3.35,8.10,2.60,10.07,37.55,8
31,6.07,12.26,3.14,12.07,35.08,8
33,6.19,12.54,3.57,14.07,33.83,8
35,10.23,22.67,4.47,16.07,32.22,8
37,9.36,24.39,5.17,18.07,30.86,6
39,8.79,30.04,5.52,20.07,27.17,6
41,10.40,34.95,6.12,22.07,27.30,6
43,12.36,36.59,6.87,24.07,26.37,6
45,13.98,39.61,6.57,18.82,24.76,6
47,14.70,42.22,6.16,14.90,22.46,6
49,11.44,27.11,7.08,17.02,24.43,6
51,6.62,17.77,8.26,17.09,23.21,6
53,9.91,21.53,7.58,19.09,21.43,5
55,15.74,27.91,8.38,21.09,20.70,5
57,16.18,29.69,8.42,23.09,23.28,5
59,16.07,29.26,9.57,25.09,24.83,5
61,17.93,38.22,9.37,20.69,24.12,8
63,13.81,41.55,7.74,22.69,25.18,8
65,16.49,41.52,6.95,24.69,27.70,8
67,19.57,41.52,6.16,26.69,29.76,8
69,21.17,46.63,5.45,20.18,30.53,8
71,21.55,46.77,4.81,21.51,30.55,8
73,12.45,27.46,5.60,23.51,26.01,1
75,10.27,25.60,6.69,25.51,19.99,1
77,12.85,31.70,9.07,27.51,20.74,1
79,18.12,37.00,10.51,29.51,22.10,1
81,18.70,36.93,11.32,23.16,23.89,1
83,18.82,36.66,11.82,25.16,27.79,1
85,11.59,21.81,13.24,27.16,28.39,1
87,12.65,21.81,14.34,29.16,29.00,1
89,12.61,21.81,13.26,31.16,30.84,2
91,12.61,21.81,,,29.38,2
93,12.61,21.81,,,26.79,2
95,14.69,24.73,,,22.08,2
97,19.63,32.70,,,19.70,2
99,19.20,37.90,,,16.98,4
101,16.49,24.15,,,16.09,4
