time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,45.38,0.00,1
3,0.00,0.00,0.00,0.00,53.86,0.00,1
5,0.00,0.00,0.00,0.00,56.53,0.00,1
7,0.00,0.00,0.00,0.00,58.53,0.00,1
9,0.00,0.00,0.00,0.00,57.94,0.00,1
11,0.00,0.00,0.00,0.00,57.75,0.00,1
13,0.00,0.00,0.00,0.00,53.81,0.00,1
15,0.00,0.00,0.02,0.23,50.76,0.00,1
17,0.44,1.78,0.24,2.23,46.73,1.00,1
19,1.15,4.60,0.47,4.23,40.55,2.00,1
21,1.36,4.55,0.71,6.23,34.90,0.00,3
23,3.60,5.19,1.50,8.23,30.37,2.00,3
25,5.75,8.67,2.13,10.23,31.65,0.00,3
27,5.42,10.90,2.99,12.23,29.09,2.00,3
29,5.86,10.88,2.17,9.68,27.07,0.00,3
31,8.60,12.99,3.14,11.68,29.58,0.00,3
33,10.42,18.14,4.14,13.68,29.38,0.00,3
35,11.49,18.04,5.14,15.68,29.17,0.00,3
37,11.47,18.04,6.30,17.68,29.29,2.00,3
39,11.47,18.04,7.26,19.68,27.55,1.00,3
41,11.47,18.04,8.40,21.68,24.04,0.00,3
43,12.31,18.04,9.67,23.68,18.70,0.00,3
45,12.90,18.04,11.14,25.68,20.93,2.00,2
47,14.41,24.15,12.43,27.68,20.85,0.00,2
49,14.74,24.20,13.93,29.68,20.55,0.00,2
51,15.85,24.20,15.46,31.68,21.28,2.00,2
53,14.46,24.20,14.93,33.68,21.96,2.00,2
55,15.82,24.20,13.48,35.68,21.99,2.00,4
57,15.77,24.20,13.81,37.68,18.59,0.00,4
59,16.71,28.06,14.97,39.68,16.74,0.00,4
61,14.34,32.38,16.14,41.68,16.82,2.00,4
63,14.76,36.87,14.50,39.48,16.14,1.00,4
65,17.74,40.84,12.94,41.48,15.14,1.00,1
67,18.97,45.94,13.34,43.48,14.02,1.00,1
69,20.80,48.89,14.08,45.48,15.49,0.00,1
71,21.82,50.46,14.99,47.48,15.04,2.00,1
73,24.12,54.68,13.17,43.67,14.64,2.00,1
75,26.40,60.28,13.10,44.31,14.97,2.00,1
77,27.24,60.99,9.99,33.13,16.30,1.00,1
79,27.37,60.93,8.79,33.11,18.88,1.00,1
81,27.56,59.32,9.64,35.11,16.86,1.00,1
83,22.20,44.34,9.22,37.11,16.52,0.00,3
85,23.72,50.39,10.39,39.11,17.07,0.00,3
87,24.19,50.26,11.56,41.11,17.72,0.00,3
89,25.77,50.26,12.72,43.11,19.43,2.00,3
91,27.80,50.26,13.70,43.04,19.32,2.00,3
