time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.28,0,
3,0.00,0.00,0.00,0.00,53.12,4,
5,0.00,0.00,0.00,0.00,59.86,4,
7,0.00,0.00,0.00,0.00,56.69,4,
9,0.00,0.00,0.00,0.00,56.95,4,4.00
11,0.00,0.00,0.00,0.00,56.34,4,
13,0.00,0.00,0.00,0.00,53.59,10,
15,0.00,0.00,0.00,0.00,50.14,10,
17,0.00,0.00,0.22,1.03,51.93,10,
19,0.00,0.00,0.24,2.87,51.25,10,3.03
21,0.00,0.00,0.15,1.78,44.76,10,
23,0.13,0.52,0.31,3.78,35.97,4,
25,2.22,8.89,0.61,5.78,29.73,4,
27,2.23,7.49,0.79,5.84,32.60,4,
29,0.72,1.59,1.33,7.84,35.20,4,2.15
31,1.57,5.77,1.73,7.55,40.39,4,
33,1.72,5.68,1.59,9.55,43.89,7,
35,1.40,5.59,2.09,11.55,51.92,7,
37,0.12,0.48,1.46,10.05,49.93,7,
39,0.00,0.00,0.81,9.51,45.58,7,3.28
41,0.00,0.00,1.17,11.51,43.00,7,
43,1.58,6.30,1.40,13.51,36.58,11,
45,2.52,10.07,1.79,15.51,30.98,11,
47,4.02,16.07,2.18,17.51,31.93,11,
49,4.47,17.87,2.48,19.51,34.97,11,2.77
51,5.65,22.62,2.65,21.51,35.85,11,
53,6.44,22.53,3.21,23.51,38.83,5,
55,6.63,22.53,3.61,25.51,42.11,5,
57,5.88,22.52,2.84,16.32,38.27,5,
59,6.67,22.22,2.90,18.32,35.26,5,1.68
61,6.36,21.09,3.55,20.32,31.97,5,
63,6.77,18.69,4.39,22.32,28.35,8,
65,9.37,17.16,5.36,24.32,27.70,8,
67,12.27,22.66,6.66,26.32,28.10,8,
69,10.34,23.90,5.05,23.48,27.38,8,1.49
71,8.47,23.90,5.77,22.06,28.45,8,
73,10.29,23.90,5.05,16.76,28.45,7,
75,10.44,23.90,6.06,18.76,27.47,7,
77,12.19,24.99,7.33,20.76,26.17,7,
79,16.33,30.52,6.76,18.75,25.09,7,1.34
81,14.08,20.72,7.74,18.07,23.03,7,
83,10.27,18.09,8.81,19.67,20.36,4,
85,10.24,18.09,9.53,21.67,22.21,4,
87,12.49,18.09,10.08,23.67,23.09,4,
89,13.33,24.17,10.25,25.67,25.66,4,2.48
91,14.78,23.94,8.04,27.67,27.18,4,
93,14.75,23.94,8.54,29.67,28.50,3,
95,14.82,24.32,9.68,31.67,32.35,3,
