time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.74,0,
3,0.00,0.00,0.00,0.00,53.03,5,
5,0.00,0.00,0.00,0.00,56.39,5,
7,0.00,0.00,0.00,0.00,58.19,5,
9,0.00,0.00,0.00,0.00,59.00,5,4.00
11,0.00,0.00,0.00,0.00,60.71,5,
13,0.00,0.00,0.00,0.00,55.58,2,
15,0.00,0.00,0.04,0.51,47.95,2,
17,0.14,0.54,0.07,0.88,42.40,2,
19,1.21,4.83,0.28,2.88,37.10,2,2.06
21,3.31,13.22,0.43,4.88,33.85,2,
23,4.45,17.81,0.85,6.88,33.09,6,
25,5.32,17.74,1.47,8.88,36.83,6,
27,4.43,17.74,1.96,10.88,32.61,6,
29,5.92,23.66,2.06,12.88,27.78,6,1.81
31,8.64,30.15,2.80,14.88,24.88,6,
33,10.13,30.03,3.13,16.88,22.17,1,
35,11.29,30.03,3.55,18.88,26.69,1,
37,11.45,33.02,4.22,20.88,28.11,1,
39,11.59,41.62,4.76,21.37,29.17,1,3.07
41,11.87,42.74,4.61,20.26,29.84,1,
43,3.47,8.33,3.13,19.73,30.70,8,
45,2.75,10.99,2.73,12.62,32.92,8,
47,3.41,10.18,3.40,14.62,33.64,8,
49,2.60,10.38,2.48,12.97,35.02,8,3.13
51,3.15,11.31,2.89,14.97,34.60,8,
53,4.27,11.31,3.49,16.97,32.99,1,
55,4.22,11.31,3.80,18.97,33.11,1,
57,3.89,8.19,4.63,20.97,34.04,1,
59,3.17,11.00,2.88,19.28,32.17,1,2.80
61,4.01,10.97,1.68,10.76,29.44,1,
63,4.06,10.97,2.05,12.76,33.59,2,
65,4.84,14.12,2.48,14.76,43.12,2,
67,5.47,16.64,3.19,16.76,43.77,2,
69,1.50,5.25,1.56,10.52,42.28,2,2.18
71,2.01,5.25,2.34,12.52,39.52,2,
73,5.39,10.59,2.47,14.52,35.47,1,
75,6.43,15.00,3.14,16.52,33.44,1,
77,6.83,16.59,2.99,18.52,28.35,1,
79,4.56,6.69,3.82,20.52,28.02,1,1.96
81,5.10,12.91,4.35,22.52,28.39,1,
83,7.21,12.76,4.56,24.52,32.97,5,
85,7.39,12.76,4.93,26.52,36.48,5,
87,7.75,12.76,5.26,28.52,39.41,5,
89,5.95,12.76,5.88,30.52,36.29,5,2.37
91,5.95,12.76,5.88,32.52,34.87,5,
93,5.95,12.76,6.34,34.52,30.31,6,
95,7.05,12.76,7.12,36.52,31.34,6,
97,6.47,12.76,8.04,38.52,28.22,6,
99,5.86,12.76,5.56,29.30,24.31,6,2.31
101,7.22,12.76,4.73,31.30,19.63,6,
103,8.33,15.40,5.15,33.30,17.60,1,
105,10.08,22.38,5.84,35.30,16.40,1,
107,10.33,23.38,6.81,37.30,12.75,1,
109,15.16,40.10,7.48,39.30,16.87,1,2.26
111,19.15,49.03,8.17,41.30,16.57,1,
113,17.49,41.11,8.86,43.30,22.72,1,
115,7.21,12.76,9.87,45.30,23.66,1,
117,7.21,12.76,9.63,47.30,25.68,1,
119,7.21,12.76,10.34,49.30,26.86,1,2.27
121,7.21,12.76,10.69,51.30,33.38,1,
123,7.21,12.76,11.09,53.30,31.30,8,
125,8.42,12.76,12.12,55.30,31.81,8,
127,7.84,10.92,10.05,57.30,32.06,8,
129,5.41,10.92,10.29,50.83,30.12,8,2.20
131,6.78,11.04,6.61,33.39,27.39,8,
133,6.87,11.38,7.28,35.39,23.38,7,
135,6.87,11.38,8.03,37.39,27.08,7,
137,6.61,10.92,8.89,39.39,30.62,7,
139,6.10,19.24,8.68,41.39,32.23,7,2.09
141,7.54,24.99,7.86,43.39,34.02,7,
143,8.86,24.86,8.15,45.39,34.03,1,
145,9.13,24.86,8.81,47.39,34.22,1,
147,8.61,24.86,8.97,49.39,33.22,1,
149,7.51,24.86,9.94,51.39,31.66,1,2.36
151,8.36,28.02,10.71,53.39,32.28,1,
153,9.41,30.76,11.23,55.39,31.20,1,
155,9.25,31.83,11.26,57.39,30.00,1,
157,10.65,37.43,12.21,59.39,26.87,1,
159,10.62,37.30,12.81,61.39,25.15,1,2.60
161,12.89,43.36,13.46,63.39,25.31,1,
163,13.40,43.76,14.28,65.39,26.01,2,
