time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,43.69,4,
5,0.00,0.00,0.00,0.00,54.96,4,
7,0.00,0.00,0.00,0.00,58.50,4,
9,0.00,0.00,0.00,0.00,56.60,4,4.00
11,0.00,0.00,0.00,0.00,51.03,4,
13,0.00,0.00,0.00,0.00,40.41,9,
15,0.00,0.00,0.11,1.27,40.58,9,
17,0.00,0.00,0.00,0.00,28.27,9,
19,0.00,0.00,0.03,0.30,41.56,9,4.00
21,0.00,0.00,0.00,0.00,49.48,9,
23,0.00,0.00,0.00,0.00,51.10,4,
25,0.00,0.00,0.00,0.00,54.23,4,
27,0.00,0.00,0.00,0.00,54.99,4,
29,0.00,0.00,0.00,0.00,49.45,4,1.74
31,0.00,0.00,0.12,1.40,42.26,4,
33,0.00,0.00,0.13,1.58,29.68,12,
35,1.09,4.35,0.39,3.58,27.33,12,
37,0.05,0.21,0.84,5.58,21.35,12,
39,0.38,1.54,0.94,5.92,18.84,12,3.48
41,1.38,5.54,0.78,4.92,19.29,12,
43,1.36,5.43,1.12,6.92,20.58,11,
45,2.58,5.35,0.94,8.92,33.82,11,
47,1.19,4.77,1.32,10.92,33.30,11,
49,1.19,4.77,0.74,6.38,36.12,11,2.38
51,2.30,9.20,1.08,8.38,35.60,11,
53,2.69,10.75,1.41,10.38,32.07,11,
55,2.69,10.75,1.90,12.38,28.96,11,
57,2.69,10.75,2.08,14.38,31.20,11,
59,3.74,14.98,2.43,16.38,32.01,11,1.79
61,4.22,16.88,2.93,18.38,33.47,11,
63,4.22,16.87,3.08,20.38,32.97,8,
65,4.22,16.87,3.41,22.38,34.69,8,
67,4.17,16.69,3.83,24.38,41.17,8,
69,1.49,5.96,2.94,22.56,39.65,8,3.69
71,0.00,0.00,1.11,13.28,42.31,8,
73,0.39,1.55,0.32,2.33,40.38,10,
75,1.38,5.51,0.30,3.57,44.17,10,
77,0.06,0.24,0.53,5.57,39.66,10,
79,0.48,1.91,0.18,1.42,39.08,10,3.34
81,1.23,4.93,0.37,2.78,35.16,10,
83,1.22,4.87,0.74,4.78,32.42,8,
85,1.42,4.87,0.94,6.78,31.73,8,
87,2.40,4.87,1.29,8.78,34.79,8,
89,2.37,4.87,1.41,10.78,29.79,8,2.63
91,2.37,4.87,2.03,12.78,24.62,8,
93,2.37,4.87,2.11,14.78,24.82,7,
95,3.28,4.87,2.64,16.78,32.85,7,
97,2.53,5.25,3.31,18.78,35.05,7,
99,2.53,5.25,2.36,20.78,36.44,7,2.68
101,3.59,5.25,2.86,22.78,35.83,7,
103,3.85,5.29,3.36,24.78,31.49,9,
105,3.77,5.29,3.97,26.78,25.92,9,
107,3.84,5.29,4.68,28.78,21.87,9,
109,4.72,8.75,4.42,30.78,22.26,9,1.79
111,5.48,11.79,4.81,32.78,23.22,9,
113,5.48,11.77,5.33,34.78,27.98,2,
115,5.48,11.77,6.08,36.78,37.94,2,
117,4.65,8.46,6.92,38.78,42.78,2,
119,2.54,5.28,5.66,40.78,38.05,2,2.37
121,2.54,5.28,5.32,42.78,32.93,2,
123,2.92,5.40,6.01,44.78,28.84,6,
125,4.26,7.52,6.46,46.78,28.60,6,
127,3.23,12.93,7.43,48.78,23.79,6,
129,5.90,23.60,4.01,25.31,21.91,6,1.80
131,7.24,24.90,4.22,27.31,19.53,6,
133,8.93,24.89,5.05,29.31,18.23,7,
135,11.03,24.89,5.88,31.31,18.45,7,
137,12.50,24.89,6.72,33.31,18.14,7,
139,12.60,23.23,4.16,14.47,20.56,7,1.87
141,6.79,22.61,3.34,15.79,24.41,7,
143,7.07,22.61,3.84,16.78,22.35,9,
145,10.02,22.61,3.46,17.81,23.18,9,
147,10.24,22.61,4.29,19.81,20.18,9,
149,8.11,22.37,3.40,19.66,19.40,9,2.75
151,4.56,8.17,3.11,18.11,14.88,9,
153,2.52,5.26,3.39,15.45,15.05,11,
155,4.32,9.37,4.20,17.45,15.81,11,
157,5.74,9.94,5.04,19.45,15.81,11,
159,5.19,15.95,4.90,21.45,17.01,11,1.50
161,5.54,17.34,5.06,23.45,16.17,11,
163,5.54,17.34,5.90,25.45,21.08,10,
165,5.52,17.34,6.35,27.45,23.74,10,
167,5.46,17.27,7.02,29.45,26.33,10,
169,2.56,5.66,4.82,19.95,27.65,10,3.23
171,2.36,4.89,5.00,20.20,29.82,10,
173,2.36,4.89,3.52,22.20,29.96,4,
175,2.22,4.81,3.95,24.20,37.59,4,
177,0.77,3.07,4.62,26.20,33.49,4,
179,1.31,5.22,0.85,4.86,30.71,4,2.69
181,2.59,5.21,1.35,6.86,29.10,4,
183,4.42,12.48,1.93,8.86,31.37,12,
185,4.37,12.58,2.35,10.86,40.72,12,
187,4.61,9.29,2.85,12.86,41.26,12,
189,0.00,0.00,1.40,10.68,40.30,12,2.89
191,0.60,2.41,0.18,2.05,31.70,12,
