time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,44.30,3
3,0.00,0.00,0.00,0.00,0.00,58.50,3
5,0.00,0.00,0.00,0.00,0.00,63.53,5
7,0.00,0.00,0.00,0.00,0.00,60.46,5
9,0.00,0.00,0.00,0.00,0.00,59.62,5
11,0.00,0.00,0.00,0.00,0.00,55.89,5
13,0.00,0.00,0.00,0.00,0.00,53.63,3
15,0.00,0.00,0.00,0.00,0.00,48.65,3
17,0.60,2.40,0.25,0.32,1.71,49.60,3
19,1.01,4.05,0.56,0.72,3.71,44.42,3
21,1.01,4.04,0.62,0.77,5.71,39.32,1
23,3.21,5.11,1.20,1.41,7.71,36.07,1
25,4.56,8.92,2.08,2.35,9.71,35.73,1
27,4.70,8.33,2.20,2.26,6.99,39.84,1
29,2.58,5.31,2.45,2.30,8.79,38.49,8
31,4.25,12.01,2.65,2.25,10.79,36.32,8
33,4.39,12.54,2.95,2.25,12.79,37.58,8
35,5.82,17.97,3.56,2.66,14.79,38.68,8
37,5.13,7.73,3.69,3.00,14.00,38.80,8
39,3.95,5.70,3.61,3.22,16.00,37.15,1
41,6.12,11.78,3.81,3.74,18.00,35.77,1
43,8.62,12.22,5.03,5.08,20.00,32.65,1
45,10.30,17.78,5.96,6.22,22.00,30.74,1
47,11.16,21.33,6.19,6.34,24.00,28.04,1
49,13.67,22.14,6.51,6.55,26.00,25.91,2
51,10.54,24.40,6.73,6.48,28.00,22.34,2
53,11.77,24.38,7.09,6.55,30.00,19.26,2
55,14.75,29.13,8.59,8.00,32.00,19.12,2
57,18.73,33.71,7.51,7.61,23.09,19.59,2
59,20.49,36.35,7.12,7.72,25.09,21.08,2
61,15.66,27.12,8.13,8.81,27.09,19.07,2
63,17.46,33.71,8.92,9.76,29.09,19.86,2
65,19.68,37.03,8.98,10.19,31.09,23.81,7
67,21.84,39.94,9.15,10.68,33.09,26.68,7
69,22.78,43.86,10.24,11.85,35.09,27.44,7
71,22.77,43.81,11.15,12.87,37.09,27.33,7
73,22.77,43.81,10.38,11.64,39.09,25.27,7
75,24.27,43.81,10.71,11.78,41.09,22.76,7
77,26.22,45.14,10.61,11.61,43.09,22.65,1
79,22.87,31.91,11.73,12.78,45.09,21.58,1
81,16.15,29.17,12.47,13.45,47.09,21.50,1
83,16.48,30.52,12.03,12.60,49.09,22.63,1
85,17.30,30.52,12.44,12.84,51.09,21.97,1
87,18.11,30.58,13.74,14.23,53.09,20.26,1
89,18.04,30.34,13.39,13.50,55.09,22.51,5
91,18.77,30.34,13.68,13.58,57.09,22.74,5
93,21.05,30.34,14.32,14.12,59.09,22.13,5
95,25.16,33.65,15.67,15.57,61.09,20.94,5
97,29.04,37.73,16.00,15.67,55.81,19.80,5
99,32.28,41.32,16.64,16.11,50.10,17.20,5
101,31.58,38.78,17.31,16.59,51.76,16.09,4
103,22.46,32.62,15.12,13.39,53.76,15.32,4
105,24.42,40.47,16.46,14.73,55.76,14.07,4
107,26.93,41.71,17.59,15.81,57.76,13.71,4
109,30.57,41.71,17.53,16.14,53.41,13.55,3
111,29.17,41.70,17.38,16.42,46.19,11.67,3
113,30.06,40.62,17.64,16.98,39.86,10.34,3
115,29.74,38.10,18.70,18.19,41.86,13.21,3
117,26.42,31.53,19.67,19.06,43.86,15.30,3
119,26.19,36.25,20.45,19.68,45.86,18.29,3
121,20.68,25.74,21.52,20.67,47.86,19.23,1
123,20.96,25.74,21.27,19.98,49.86,21.76,1
125,21.44,26.65,20.98,19.22,51.86,21.67,1
127,22.00,32.36,22.48,20.76,53.86,22.24,1
129,23.07,38.62,22.26,20.01,55.86,22.82,8
131,23.00,38.31,21.77,18.91,57.86,23.98,8
133,16.22,25.74,20.44,16.71,59.86,23.35,8
135,17.03,33.44,20.52,16.35,61.86,21.28,8
