time,calc_time
1.00,0.32
9.00,0.10
19.00,0.09
29.00,0.09
39.00,0.10
49.00,0.09
59.00,0.07
69.00,0.08
79.00,0.09
89.00,0.08
99.00,0.08
109.00,0.09
119.00,0.10
129.00,0.09
139.00,0.09
149.00,0.10
159.00,0.08
169.00,0.10
179.00,0.09
189.00,0.09
199.00,0.09
209.00,0.09
219.00,0.08
229.00,0.10
239.00,0.07
249.00,0.31
259.00,0.09
269.00,0.09
279.00,0.09
289.00,0.09
299.00,0.08
309.00,0.08
319.00,0.09
329.00,0.09
339.00,0.10
349.00,0.09
359.00,0.10
369.00,0.09
379.00,0.09
389.00,0.09
399.00,0.11
409.00,0.08
419.00,0.08
429.00,0.10
439.00,0.09
449.00,0.09
459.00,0.07
469.00,0.10
479.00,0.10
489.00,0.10
499.00,0.09
