time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,46.90,14,
5,0.00,0.00,0.00,0.00,55.19,14,
7,0.00,0.00,0.00,0.00,56.71,14,
9,0.00,0.00,0.00,0.00,63.58,14,4.00
11,0.00,0.00,0.00,0.00,60.15,14,
13,0.00,0.00,0.00,0.00,58.49,6,
15,0.00,0.00,0.00,0.00,52.53,6,
17,0.00,0.00,0.04,0.52,46.37,6,
19,0.51,2.03,0.21,2.52,40.74,6,0.57
21,1.33,5.33,0.44,4.52,41.17,6,
23,1.32,5.28,0.60,6.52,38.11,3,
25,1.30,5.18,0.94,8.52,44.97,3,
27,0.49,1.97,1.42,10.52,52.61,3,
29,0.00,0.00,0.56,6.73,54.69,3,3.14
31,0.00,0.00,0.76,8.73,53.47,3,
33,0.00,0.00,0.89,10.73,49.48,4,
35,1.14,4.57,1.25,12.73,53.49,4,
37,0.06,0.24,0.63,3.40,47.21,4,
39,0.43,1.71,0.43,2.84,42.31,4,2.68
41,1.57,5.17,0.52,4.84,33.68,4,
43,2.52,5.10,0.97,6.84,21.91,3,
45,3.29,5.01,1.81,8.84,22.96,3,
47,1.29,4.74,2.33,10.84,18.22,3,
49,1.18,4.73,1.47,7.22,27.09,3,3.11
51,3.55,9.47,1.43,9.22,36.27,3,
53,4.06,11.50,1.79,11.22,38.68,4,
55,4.03,11.50,2.07,13.22,50.52,4,
57,2.34,9.37,1.79,13.56,48.73,4,
59,0.00,0.00,0.83,9.97,49.44,4,3.44
61,0.00,0.00,0.03,0.38,48.60,4,
63,0.00,0.00,0.31,2.38,41.37,7,
65,0.40,1.62,0.40,3.38,46.49,7,
67,0.18,0.71,0.97,5.38,43.43,7,
69,1.55,4.16,1.16,7.38,39.96,7,1.81
71,2.32,5.26,1.66,9.38,34.32,7,
73,2.31,5.20,2.28,11.38,31.41,4,
75,3.34,9.60,2.67,13.38,37.40,4,
77,7.06,17.35,2.29,15.38,36.97,4,
79,5.23,10.71,1.99,17.38,37.88,4,3.02
81,2.68,10.71,2.26,19.38,37.74,4,
83,3.96,15.64,2.16,21.38,36.69,3,
85,4.44,16.57,2.69,23.38,38.09,3,
87,4.34,16.52,1.86,11.67,45.71,3,
89,2.41,4.96,2.17,13.67,40.65,3,3.07
91,1.55,4.80,1.36,9.98,33.15,3,
93,2.47,5.07,1.73,11.98,21.02,4,
95,2.20,4.98,2.18,13.98,19.54,4,
97,2.63,5.53,1.85,15.98,26.96,4,
99,2.64,5.59,1.84,17.98,40.03,4,3.11
101,2.64,5.59,2.13,19.98,45.26,4,
103,2.64,5.59,2.46,21.98,47.19,2,
105,2.51,5.59,2.80,23.98,51.56,2,
107,1.40,5.59,3.13,25.98,47.53,2,
109,1.40,5.59,1.13,13.58,42.10,2,1.17
111,1.40,5.59,1.42,15.58,33.96,2,
113,2.33,5.59,1.72,17.58,33.21,14,
115,2.56,5.59,2.21,19.58,38.50,14,
117,3.89,9.96,2.50,21.58,42.88,14,
119,3.96,10.27,2.82,23.58,43.25,14,2.75
121,3.96,10.27,3.11,25.58,42.39,14,
123,3.96,10.27,3.61,27.58,37.35,5,
125,3.96,10.27,4.19,29.58,35.86,5,
127,4.13,7.80,5.06,31.58,34.13,5,
129,2.73,5.59,4.99,33.58,32.91,5,1.69
131,6.16,13.99,4.77,35.58,32.38,5,
133,7.10,17.88,5.18,37.58,29.82,6,
135,9.63,28.01,5.63,39.58,30.12,6,
137,10.43,31.23,5.87,41.58,28.55,6,
139,12.62,36.62,6.52,43.58,27.12,6,3.04
141,13.13,36.85,6.79,45.58,29.43,6,
143,6.60,10.71,7.19,47.58,29.65,3,
145,5.27,10.65,8.12,49.58,33.18,3,
147,6.36,10.91,8.58,51.58,30.75,3,
149,5.19,10.16,4.78,20.92,28.96,3,2.28
151,7.73,15.84,5.10,22.92,23.16,3,
